wd_id,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified
427,con,con,NOM,202,Sub,Sub,comme,C/V\
428,je,je,PRO:pers,202,Prn,Prn$,je,C/(e)\
429,vous,vous,PRO:pers,202,Prn,Prn$$,2pp,C/V\
430,ai,ai,VER,202,Vfin,Vfin,avoir,/V\
431,devisee,devisee,VER,202,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\
432,",",",",PON,202,Pnc,Pnc,,
433,il,il,PRO:pers,202,Prn,Prn$,il,/V\
434,se,se,PRO:pers,202,Prn,Prn$$,se,C/(e)\
435,mist,mist,VER,203,Vfin,Vfin,mettre,C/V\
436,maintenant,maintenant,ADV,203,Adv,Adv,maintenant,C/V\.C/e\.'C/V\
437,au,au,PREDET:a,203,Pre+Det,Pre+Det,à.le,/V\
438,chemin,chemin,NOM,203,N,N,,C/V\.'C/V\
439,entre,entre,PRE,203,PrA,PrA,entre,'/V\.C/(e)\
440,lui,lui,PRO:pers,203,Prn,Prn,lui,C/V\
441,et,et,CON:coord,203,Crd,Crd,et,/V\
442,ses,ses,DET:poss,203,Det,Det,son4,C/V\
443,esquiers,esquiers,NOM,203,N,N,,/V\.'C/V\
444,.,.,PON,203,Pnc,Pnc,,
445,Dont,dont,PRO:invar,203,Adv,Adv,donc,C/V\
446,n',n',PRO:clit,204,Neg,Neg$$,ne,C/\
447,ot,ot,VER,204,Vfin,Vfin,avoir,/V\
448,mie,mie,ADV,204,Neg,Neg,mie3,'C/V\./(e)\
449,granment,granment,ADV,204,Adv,Adv,,C/V\.'C/V\
450,alé,alé,VER,204,Vpp,Vpp,aller,/V\.'C/V\
451,quant,quant,ADV,204,Sub,Sub,quand,C/V\
452,il,il,PRO:pers,204,Prn,Prn$,il,/V\
453,ataint,ataint,VER,204,Vfin,Vfin,atteindre,/V\.'C/V\
454,deus,deus,ADJ:card,204,QIs,QIs,deux,C/V\
455,cevaliers,cevaliers,NOM,204,N,N,,C/V\.C/V\.'C/V\
456,errans,errans,VER,205,Vprs,Vprs,errer,/V\.'C/V\
457,ki,ki,PROCON,205,Qux,Qux,qui,C/V\
458,cevauchoient,cevauchoient,VER,205,Vfin,Vfin,chevaucher,C/V\.C/V\.'C/V\./e\
459,tout,tout,DET:ind,205,QIs,QIs,tout,C/V\
460,le,le,DET:def,205,Det,Det,le,C/(e)\
461,grant,grant,ADJ,205,Adj,Adj,grand,C/V\
462,cemin,cemin,NOM,205,N,N,,C/V\.'C/V\
463,et,et,CON:coord,205,Crd,Crd,et,/V\
464,menoient,menoient,VER,205,Vfin,Vfin,mener,C/V\.'C/V\./e\
465,avoec,avoec,PRE,206,PrA,PrA,avec,/V\.'C/V\
466,ax,ax,PRO:pers,206,Prn,Prn,eux,/V\
467,deus,deus,ADJ:card,206,QIs,QIs,deux,C/V\
468,esquiers,esquiers,NOM,206,N,N,,/V\.'C/V\
469,tant,tant,ADV,206,QIs,QIs,tant,C/V\
470,seulement,seulement,ADV,206,Adv,Adv,seulement,C/V\.C/e\.'C/V\
471,.,.,PON,206,Pnc,Pnc,,
472,Et,et,CON:coord,206,Crd,Crd,et,/V\
473,sachiés,sachiés,VER,206,Vfin,Vfin,savoir,C/V\.'C/V\
474,que,que,PROCON,206,Sub,Sub,que,C/(e)\
475,chil,chil,PRO:demo,206,Dem,Dem,cil,C/V\
476,doi,doi,VER,207,QIs,QIs,deux,C/V\
477,chevalier,chevalier,NOM,207,N,N,,C/V\.C/V\.'C/V\
478,estoient,estoient,VER,207,Vfin,Vfin,être,/V\.'C/V\./e\
479,des,des,PREDET:de,207,Pre+Det,Pre+Det,de.le,C/V\
480,cevaliers,cevaliers,NOM,207,N,N,,C/V\.C/V\.'C/V\
481,errans,errans,VER,207,Vprs,Vprs,errer,/V\.'C/V\
482,de,de,PRE,207,Pre,Pre,de,C/(e)\
483,la,la,DET:def,207,Det,Det,le,C/V\
484,maison,maison,NOM,207,N,N,,C/V\.'C/V\
485,le,le,DET:def,207,Det,Det,le,C/(e)\
486,roi,roi,NOM,208,N,N,,C/V\
487,Artu,artu,NPR,208,N,N,,/V\.'C/V\
488,et,et,CON:coord,208,Crd,Crd,et,/V\
489,compaingnon,compaingnon,NOM,208,N,N,,C/V\.C/V\.'C/V\
490,de,de,PRE,208,Pre,Pre,de,C/(e)\
491,la,la,DET:def,208,Det,Det,le,C/V\
492,Table,table,NOM,208,N,N,,'C/V\.C/(e)\
493,Reonde,reonde,ADJ,208,Adj,Adj,,C/(V)\.'/V\.C/(e)\
494,.,.,PON,208,Pnc,Pnc,,
495,Et,et,CON:coord,208,Crd,Crd,et,/V\
496,se,se,PRO:invar,208,Sub,Sub,si3,C/(e)\
497,aucuns,aucuns,PRO:ind,208,QIs,QIs,aucun,/V\.'C/V\
498,me,me,PRO:pers,209,Prn,Prn$$,1ps,C/(e)\
499,demandoit,demandoit,VER,209,Vfin,Vfin,demander,C/V\.C/V\.'C/V\
500,conment,conment,ADV,209,Qux,Qux,comment,C/V\.'C/V\
501,il,il,PRO:pers,209,Prn,Prn$,il,/V\
502,avoient,avoient,VER,209,Vfin,Vfin,avoir,/V\.'C/V\./e\
503,a,a,PRE,209,Pre,Pre,à,/V\
504,non,non,NOM,209,N,N,,C/V\
505,",",",",PON,209,Pnc,Pnc,,
506,je,je,PRO:pers,209,Prn,Prn$,je,C/(e)\
507,diroie,diroie,VER,209,Vfin,Vfin,dire,C/V\.'C/V\./(e)\
508,que,que,PROCON,209,Sub,Sub,que,C/(e)\
509,li,li,DET:def,209,Det,Det,le,C/V\
510,uns,uns,DET:ndf,210,QIs,QIs,un,/V\
511,avoit,avoit,VER,210,Vfin,Vfin,avoir,/V\.'C/V\
512,a,a,PRE,210,Pre,Pre,à,/V\
513,non,non,NOM,210,N,N,,C/V\
514,Brandelis,brandelis,VER,210,N,N,,C/V\.C/e\.'C/V\
515,et,et,CON:coord,210,Crd,Crd,et,/V\
516,li,li,DET:def,210,Det,Det,le,C/V\
517,autres,autres,ADJ,210,Adj,Adj,autre,'/V\.C/e\
518,Quex,quex,ADJ,210,N,N,,C/V\
519,d',d',PRE,210,Pre,Pre,de,C/\
520,Estraus,estraus,NPR,210,N,N,,/V\.'C/V\
521,et,et,CON:coord,210,Crd,Crd,et,/V\
522,estoient,estoient,VER,211,Vfin,Vfin,être,/V\.'C/V\./e\
523,ambedoi,ambedoi,ADJ:card,211,QIs,QIs,ambedeux,/V\.C/e\.'C/V\
524,boin,boin,ADJ,211,Adj,Adj,bon,C/V\
525,cevalier,cevalier,NOM,211,N,N,,C/V\.C/V\.'C/V\
526,et,et,CON:coord,211,Crd,Crd,et,/V\
527,preudoume,preudoume,NOM,211,N,N,,C/V\.'C/V\.C/(e)\
528,et,et,CON:coord,211,Crd,Crd,et,/V\
529,hardi,hardi,ADJ,212,Vpp,Vpp,hardir,C/V\.'C/V\
530,durement,durement,ADV,212,Adv,Adv,,C/V\.C/e\.'C/V\
531,.,.,PON,212,Pnc,Pnc,,
532,Quant,quant,ADV,213,Sub,Sub,quand,C/V\
533,li,li,DET:def,213,Det,Det,le,C/V\
534,cevalier,cevalier,NOM,213,N,N,,C/V\.C/V\.'C/V\
535,virent,virent,VER,213,Vfin,Vfin,voir,'C/V\.C/e\
536,Lanselot,lanselot,NPR,213,N,N,,C/V\.C/e\.'C/V\
537,",",",",PON,213,Pnc,Pnc,,
538,il,il,PRO:pers,213,Prn,Prn$,il,/V\
539,nel,nel,PROCON,213,Neg+Prn,Neg$$+Prn$$,ne.le,C/V\
540,reconnurent,reconnurent,VER,213,Vfin,Vfin,reconnaître,C/V\.C/V\.'C/V\.C/e\
541,de,de,PRE,214,Pre,Pre,de,C/(e)\
542,riens,riens,ADV,214,N,N,rien,C/V\
543,pour,pour,PRE,214,Pre,Pre,pour,C/V\
544,ce,ce,PRO:invar,214,Prn,Prn,ce,C/(e)\
545,k',k',PROCON,214,Sub,Sub,que,C/\
546,il,il,PRO:pers,214,Prn,Prn$,il,/V\
547,faisoit,faisoit,VER,214,Vfin,Vfin,faire,C/V\.'C/V\
548,son,son,DET:poss,214,Det,Det,son4,C/V\
549,escu,escu,NOM,214,N,N,,/V\.'C/V\
550,porter,porter,VER,214,Vinf,Vinf,porter,C/V\.'C/V\
551,couvert,couvert,VER,214,Vpp,Vpp,couvrir,C/V\.'C/V\
552,d',d',PRE,214,Pre,Pre,de,C/\
553,une,une,DET:ndf,214,QIs,QIs,un,'/V\.C/(e)\
554,houche,houche,NOM,215,N,N,,'C/V\.C/(e)\
555,vermeille,vermeille,ADJ,215,Adj,Adj,,C/V\.'C/V\.C/(e)\
556,.,.,PON,215,Pnc,Pnc,,
557,Et,et,CON:coord,215,Crd,Crd,et,/V\
558,nonpourquant,nonpourquant,ADV,215,Adv,Adv,nonpourquant,C/V\.C/V\.'C/V\
559,s',s',PRO:pers,215,Sub,Sub,si3,C/\
560,il,il,PRO:pers,215,Prn,Prn$,il,/V\
561,veïssent,veissent,VER,215,Vfin,Vfin,voir,C/(V)\.'/V\.C/e\
562,tout,tout,PRO:ind,215,QIs,QIs,tout,C/V\
563,apertement,apertement,ADV,216,Adv,Adv,,/V\.C/V\.C/e\.'C/V\
564,celui,celui,DET:demo,216,Dem,Dem,cil,C/V\.'C/V\
565,escu,escu,NOM,216,N,N,,/V\.'C/V\
566,qu',qu',PROCON,216,Qux,Qux,que,C/\
567,il,il,PRO:pers,216,Prn,Prn$,il,/V\
568,portoit,portoit,VER,216,Vfin,Vfin,porter,C/V\.'C/V\
569,adont,adont,ADV,216,Adv,Adv,adonc,/V\.'C/V\
570,",",",",PON,216,Pnc,Pnc,,
571,si,si,ADV,216,Adv,Adv,si4,C/V\
572,nel,nel,PROCON,216,Neg+Prn,Neg$$+Prn$$,ne.le,C/V\
573,reconneüssent,reconneussent,VER,216,Vfin,Vfin,reconnaître,C/V\.C/V\.C/(V)\.'/V\.C/e\
574,il,il,PRO:pers,217,Prn,Prn%,il,/V\
575,de,de,PRE,217,Pre,Pre,de,C/(e)\
576,riens,riens,ADV,217,N,N,rien,C/V\
577,",",",",PON,217,Pnc,Pnc,,
578,car,car,CON:coord,217,Crd,Crd,car,C/V\
579,il,il,PRO:pers,217,Prn,Prn$,il,/V\
580,l',l',PRO:pers,217,Prn,Prn$$,3p,C/\
581,avoit,avoit,VER,217,Vfin,Vfin,avoir,/V\.'C/V\
582,fait,fait,VER,217,Vpp,Vpp,faire,C/V\
583,faire,faire,VER,217,Vinf,Vinf,faire,'C/V\.C/(e)\
584,tout,tout,PRO:ind,217,QIs,QIs,tout,C/V\
585,nouvelement,nouvelement,ADV,217,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\
586,ne,ne,PRO:clit,218,Crd,Crd,ne2,C/(e)\
587,n',n',PRO:clit,218,Neg,Neg$$,ne,C/\
588,i,i,PRO:clit,218,Prn,Prn$$,y2,/V\
589,avoit,avoit,VER,218,Vfin,Vfin,avoir,/V\.'C/V\
590,nule,nule,DET:ind,218,QIs,QIs,nul,'C/V\.C/(e)\
591,entresaingne,entresaingne,NOM,218,N,N,,/V\.C/e\.'C/V\.C/(e)\
592,de,de,PRE,218,Pre,Pre,de,C/(e)\
593,son,son,DET:poss,218,Det,Det,son4,C/V\
594,lignage,lignage,NOM,218,N,N,,C/V\.'C/V\.C/(e)\
595,.,.,PON,218,Pnc,Pnc,,
596,Pour,pour,PRE,218,Pre,Pre,pour,C/V\
597,ce,ce,PRO:invar,219,Prn,Prn,ce,C/(e)\
598,nel,nel,PROCON,219,Neg+Prn,Neg$$+Prn$$,ne.le,C/V\
599,reconnurent,reconnurent,VER,219,Vfin,Vfin,reconnaître,C/V\.C/V\.'C/V\.C/e\
600,il,il,PRO:pers,219,Prn,Prn%,il,/V\
601,pas,pas,NOM,219,Neg,Neg,pas,C/V\
602,a,a,PRE,219,Pre,Pre,à,/V\
603,cele,cele,DET:demo,219,Dem,Dem,cil,'C/V\.C/(e)\
604,fois,fois,NOM,219,N,N,,C/V\
605,",",",",PON,219,Pnc,Pnc,,
606,mais,mais,CON:coord,219,Crd,Crd,mais,C/V\
607,il,il,PRO:pers,219,Prn,Prn$,il,/V\
608,les,les,PRO:pers,219,Prn,Prn$$,3p,C/V\
609,reconnut,reconnut,VER,219,Vfin,Vfin,reconnaître,C/V\.C/V\.'C/V\
610,mout,mout,ADV,220,QIs,QIs,moult,C/V\
611,bien,bien,ADV,220,Adv,Adv,bien,C/V\
612,",",",",PON,220,Pnc,Pnc,,
613,tout,tout,PRO:ind,220,QIs,QIs,tout,C/V\
614,maintenant,maintenant,ADV,220,Adv,Adv,maintenant,C/V\.C/e\.'C/V\
615,k',k',PROCON,220,Sub,Sub,que,C/\
616,il,il,PRO:pers,220,Prn,Prn$,il,/V\
617,vit,vit,VER,220,Vfin,Vfin,voir,C/V\
618,lour,lour,DET:poss,220,Det,Det,leur2,C/V\
619,escus,escus,NOM,220,N,N,,/V\.'C/V\
620,",",",",PON,220,Pnc,Pnc,,
621,car,car,CON:coord,220,Crd,Crd,car,C/V\
622,il,il,PRO:pers,220,Prn,Prn$,il,/V\
623,reconnissoit,reconnissoit,VER,221,Vfin,Vfin,reconnaître,C/V\.C/V\.C/V\.'C/V\
624,bien,bien,ADV,221,Adv,Adv,bien,C/V\
625,les,les,DET:def,221,Det,Det,le,C/V\
626,entreseignes,entreseignes,NOM,221,N,N,,/V\.C/e\.'C/V\.C/e\
627,de,de,PRE,221,Pre,Pre,de,C/(e)\
628,l',l',DET:def,221,Det,Det,le,C/\
629,un,un,DET:ndf,221,QIs,QIs,un,/V\
630,et,et,CON:coord,221,Crd,Crd,et,/V\
631,de,de,PRE,221,Pre,Pre,de,C/(e)\
632,l',l',DET:def,221,Det,Det,le,C/\
633,autre,autre,ADJ,221,Adj,Adj,autre,'/V\.C/(e)\
634,.,.,PON,221,Pnc,Pnc,,
635,Quant,quant,ADV,222,Sub,Sub,quand,C/V\
636,il,il,PRO:pers,222,Prn,Prn$,il,/V\
637,le,le,PRO:pers,222,Prn,Prn$$,3p,C/(e)\
638,voient,voient,VER,222,Vfin,Vfin,voir,'C/V\./e\
639,aprochier,aprochier,VER,222,Vinf,Vinf,,/V\.C/V\.'C/V\
640,d',d',PRE,222,Pre,Pre,de,C/\
641,aus,aus,PRO:pers,222,Prn,Prn,eux,/V\
642,",",",",PON,222,Pnc,Pnc,,
643,il,il,PRO:pers,222,Prn,Prn$,il,/V\
644,s',s',PRO:pers,222,Prn,Prn$$,se,C/\
645,arestent,arestent,VER,222,Vfin,Vfin,arrêter,/V\.'C/V\.C/e\
646,et,et,CON:coord,222,Crd,Crd,et,/V\
647,atendent,atendent,VER,222,Vfin,Vfin,attendre,/V\.'C/V\.C/e\
648,tant,tant,ADV,223,QIs,QIs,tant,C/V\
649,k',k',PROCON,223,Sub,Sub,que,C/\
650,il,il,PRO:pers,223,Prn,Prn$,il,/V\
651,est,est,VER,223,Vfin,Vfin,être,/V\
652,venus,venus,VER,223,Vpp,Vpp,venir,C/V\.'C/V\
653,dusques,dusques,ADV,223,PrA,PrA,dusque,'C/V\.C/e\
654,a,a,PRE,223,Pre,Pre,à,/V\
655,aus,aus,PRO:pers,223,Prn,Prn,eux,/V\
656,",",",",PON,223,Pnc,Pnc,,
657,si,si,ADV,223,Adv,Adv,si4,C/V\
658,le,le,PRO:pers,223,Prn,Prn$$,3p,C/(e)\
659,saluent,saluent,VER,223,Vfin,Vfin,saluer,C/V\.'C/V\./e\
660,et,et,CON:coord,223,Crd,Crd,et,/V\
661,il,il,PRO:pers,223,Prn,Prn$,il,/V\
662,lour,lour,PRO:pers,224,Prn,Prn$$,leur,C/V\
663,rent,rent,VER,224,Vfin,Vfin,rendre,C/V\
664,lour,lour,DET:poss,224,Det,Det,leur2,C/V\
665,salu,salu,NOM,224,N,N,,C/V\.'C/V\
666,mout,mout,ADV,224,QIs,QIs,moult,C/V\
667,bel,bel,ADJ,224,Adj,Adj,beau,C/V\
668,et,et,CON:coord,224,Crd,Crd,et,/V\
669,mout,mout,ADV,224,QIs,QIs,moult,C/V\
670,cortoisement,cortoisement,ADV,224,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\
671,.,.,PON,224,Pnc,Pnc,,
672,«,«,PON:cit,224,Pnc,Pnc,,
673,Sire,sire,NOM,224,N,N,,'C/V\.C/(e)\
674,",",",",PON,224,Pnc,Pnc,,
675,i,i,PRO:clit,225,Prn,Prn$$,y2,/V\
676,font,font,VER,225,Vfin,Vfin,faire,C/V\
677,il,il,PRO:pers,225,Prn,Prn%,il,/V\
678,",",",",PON,225,Pnc,Pnc,,
679,qui,qui,PROCON,225,Qux,Qux,qui,C/V\
680,estes,estes,VER,225,Vfin,Vfin,être,'/V\.C/e\
681,vous,vous,PRO:pers,225,Prn,Prn%,2pp,C/V\
682,?,?,PON,225,Pnc,Pnc,,
683,—,—,PON,225,Pnc,Pnc,,
684,Signeur,signeur,NOM,225,N,N,,C/V\.'C/V\
685,",",",",PON,225,Pnc,Pnc,,
686,fait,fait,VER,225,Vfin,Vfin,faire,C/V\
687,il,il,PRO:pers,225,Prn,Prn%,il,/V\
688,",",",",PON,225,Pnc,Pnc,,
689,je,je,PRO:pers,225,Prn,Prn$,je,C/(e)\
690,sui,sui,VER,225,Vfin,Vfin,être,C/V\
691,uns,uns,DET:ndf,225,QIs,QIs,un,/V\
692,cevaliers,cevaliers,NOM,225,N,N,,C/V\.C/V\.'C/V\
693,errans,errans,VER,226,Vprs,Vprs,errer,/V\.'C/V\
694,",",",",PON,226,Pnc,Pnc,,
695,ki,ki,PROCON,226,Qux,Qux,qui,C/V\
696,vois,vois,VER,226,Vfin,Vfin,aller,C/V\
697,querant,querant,VER,226,Vprs,Vprs,quérir,C/V\.'C/V\
698,aventures,aventures,NOM,226,N,N,,/V\.C/V\.'C/V\.C/e\
699,",",",",PON,226,Pnc,Pnc,,
700,ensi,ensi,ADV,226,Adv,Adv,ainsi,/V\.'C/V\
701,com,com,CON:subord,226,Sub,Sub,comme,C/V\
702,li,li,DET:def,226,Det,Det,le,C/V\
703,cevalier,cevalier,NOM,226,N,N,,C/V\.C/V\.'C/V\
704,aventurous,aventurous,ADJ,227,Adj,Adj,,/V\.C/V\.C/V\.'C/V\
705,le,le,PRO:pers,227,Prn,Prn$$,3p,C/(e)\
706,doivent,doivent,VER,227,Vfin,Vfin,devoir2,'C/V\.C/e\
707,faire,faire,VER,227,Vinf,Vinf,faire,'C/V\.C/(e)\
708,.,.,PON,227,Pnc,Pnc,,
709,—,—,PON,227,Pnc,Pnc,,
710,Et,et,CON:coord,227,Crd,Crd,et,/V\
711,estes,estes,VER,227,Vfin,Vfin,être,'/V\.C/e\
712,vous,vous,PRO:pers,227,Prn,Prn%,2pp,C/V\
713,de,de,PRE,227,Pre,Pre,de,C/(e)\
714,la,la,DET:def,227,Det,Det,le,C/V\
715,maison,maison,NOM,227,N,N,,C/V\.'C/V\
716,le,le,DET:def,228,Det,Det,le,C/(e)\
717,roi,roi,NOM,228,N,N,,C/V\
718,Artu,artu,NPR,228,N,N,,/V\.'C/V\
719,?,?,PON,228,Pnc,Pnc,,
720,dient,dient,VER,228,Vfin,Vfin,dire,'C/V\./e\
721,il,il,PRO:pers,228,Prn,Prn%,il,/V\
722,.,.,PON,228,Pnc,Pnc,,
723,—,—,PON,228,Pnc,Pnc,,
724,Signeur,signeur,NOM,228,N,N,,C/V\.'C/V\
725,",",",",PON,228,Pnc,Pnc,,
726,fait,fait,VER,228,Vfin,Vfin,faire,C/V\
727,il,il,PRO:pers,228,Prn,Prn%,il,/V\
728,",",",",PON,228,Pnc,Pnc,,
729,ne,ne,PRO:clit,228,Neg,Neg$$,ne,C/(e)\
730,vous,vous,PRO:pers,228,Prn,Prn$$,2pp,C/V\
731,poist,poist,VER,228,Vfin,Vfin,pouvoir2,C/V\
732,il,il,PRO:pers,228,Prn,Prn%,il,/V\
733,mie,mie,ADV,229,Neg,Neg,mie3,'C/V\./(e)\
734,a,a,PRE,229,Pre,Pre,à,/V\
735,ceste,ceste,DET:demo,229,Dem,Dem,cist,'C/V\.C/(e)\
736,fois,fois,NOM,229,N,N,,C/V\
737,",",",",PON,229,Pnc,Pnc,,
738,car,car,CON:coord,229,Crd,Crd,car,C/V\
739,a,a,PRE,229,Pre,Pre,à,/V\
740,cest,cest,DET:demo,229,Dem,Dem,cist,C/V\
741,point,point,NOM,229,N,N,,C/V\
742,d',d',PRE,229,Pre,Pre,de,C/\
743,ore,ore,ADV,229,Adv,Adv,or2,'/V\.C/(e)\
744,je,je,PRO:pers,229,Prn,Prn$,je,C/(e)\
745,ne,ne,PRO:clit,229,Neg,Neg$$,ne,C/(e)\
746,vous,vous,PRO:pers,229,Prn,Prn$$,2pp,C/V\
747,en,en,PRO:clit,229,Prn,Prn$$,en2,/V\
748,diroie,diroie,VER,230,Vfin,Vfin,dire,C/V\.'C/V\./(e)\
749,ne,ne,PRO:clit,230,Crd,Crd,ne2,C/(e)\
750,voir,voir,VER,230,N,N,voir2,C/V\
751,ne,ne,PRO:clit,230,Crd,Crd,ne2,C/(e)\
752,menchoingne,menchoingne,NOM,230,N,N,,C/V\.'C/V\.C/(e)\
753,.,.,PON,230,Pnc,Pnc,,
754,Et,et,CON:coord,230,Crd,Crd,et,/V\
755,mout,mout,ADV,230,QIs,QIs,moult,C/V\
756,vous,vous,PRO:pers,230,Prn,Prn$$,2pp,C/V\
757,pri,pri,VER,230,Vfin,Vfin,prier,C/V\
758,durement,durement,ADV,230,Adv,Adv,,C/V\.C/e\.'C/V\
759,que,que,PROCON,231,Sub,Sub,que,C/(e)\
760,vous,vous,PRO:pers,231,Prn,Prn$,2pp,C/V\
761,ne,ne,PRO:clit,231,Neg,Neg$$,ne,C/(e)\
762,le,le,PRO:pers,231,Prn,Prn$$,3p,C/(e)\
763,tenés,tenés,VER,231,Vfin,Vfin,tenir,C/V\.'C/V\
764,a,a,PRE,231,Pre,Pre,à,/V\
765,mal,mal,NOM,231,N,N,mal,C/V\
766,.,.,PON,231,Pnc,Pnc,,
767,»,»,PON:cit,231,Pnc,Pnc,,
768,Et,et,CON:coord,231,Crd,Crd,et,/V\
769,il,il,PRO:pers,231,Prn,Prn$,il,/V\
770,dient,dient,VER,231,Vfin,Vfin,dire,'C/V\./e\
771,k',k',PROCON,231,Sub,Sub,que,C/\
772,il,il,PRO:pers,231,Prn,Prn$,il,/V\
773,s',s',PRO:pers,231,Prn,Prn$$,se,C/\
774,en,en,PRO:clit,231,Prn,Prn$$,en2,/V\
775,tairont,tairont,VER,231,Vfin,Vfin,taire,C/V\.'C/V\
776,atant,atant,ADV,232,Adv,Adv,atant,/V\.'C/V\
777,",",",",PON,232,Pnc,Pnc,,
778,puis,puis,ADV,232,PrA,PrA,puis,C/V\
779,k',k',PROCON,232,Sub,Sub,que,C/\
780,il,il,PRO:pers,232,Prn,Prn$,il,/V\
781,voient,voient,VER,232,Vfin,Vfin,voir,'C/V\./e\
782,k',k',PROCON,232,Sub,Sub,que,C/\
783,il,il,PRO:pers,232,Prn,Prn$,il,/V\
784,ne,ne,PRO:clit,232,Neg,Neg$$,ne,C/(e)\
785,li,li,PRO:pers,232,Prn,Prn$$,li,C/V\
786,plaist,plaist,VER,232,Vfin,Vfin,plaire,C/V\
787,k',k',PROCON,232,Sub,Sub,que,C/\
788,il,il,PRO:pers,232,Prn,Prn,il,/V\
789,autre,autre,ADJ,232,Adj,Adj,autre,'/V\.C/(e)\
790,cose,cose,NOM,232,N,N,,'C/V\.C/(e)\
791,lour,lour,PRO:pers,233,Prn,Prn$$,leur,C/V\
792,en,en,PRO:clit,233,Prn,Prn$$,en2,/V\
793,die,die,VER,233,Vfin,Vfin,dire,'C/V\./(e)\
794,.,.,PON,233,Pnc,Pnc,,
795,Mais,mais,CON:coord,233,Crd,Crd,mais,C/V\
796,toutes,toutes,DET:ind,233,QIs,QIs,tout,'C/V\.C/e\
797,voies,voies,NOM,233,N,N,,'C/V\./e\
798,li,li,PRO:pers,233,Prn,Prn$$,li,C/V\
799,demandent,demandent,VER,233,Vfin,Vfin,demander,C/V\.'C/V\.C/e\
800,il,il,PRO:pers,233,Prn,Prn%,il,/V\
801,:,:,PON,233,Pnc,Pnc,,
802,«,«,PON:cit,233,Pnc,Pnc,,
803,Sire,sire,NOM,233,N,N,,'C/V\.C/(e)\
804,chevaliers,chevaliers,NOM,233,N,N,,C/V\.C/V\.'C/V\
805,",",",",PON,233,Pnc,Pnc,,
806,quel,quel,ADJ,234,Qux,Qux,quel,C/V\
807,part,part,NOM,234,N,N,,C/V\
808,volés,volés,VER,234,Vfin,Vfin,vouloir,C/V\.'C/V\
809,vous,vous,PRO:pers,234,Prn,Prn%,2pp,C/V\
810,cevauchier,cevauchier,VER,234,Vinf,Vinf,chevaucher,C/V\.C/V\.'C/V\
811,?,?,PON,234,Pnc,Pnc,,
812,—,—,PON,234,Pnc,Pnc,,
813,Signeur,signeur,NOM,234,N,N,,C/V\.'C/V\
814,",",",",PON,234,Pnc,Pnc,,
815,fait,fait,VER,234,Vfin,Vfin,faire,C/V\
816,il,il,PRO:pers,235,Prn,Prn%,il,/V\
817,",",",",PON,235,Pnc,Pnc,,
818,or,or,ADV,235,Adv,Adv,or2,/V\
819,sachiés,sachiés,VER,235,Vfin,Vfin,savoir,C/V\.'C/V\
820,que,que,PROCON,235,Sub,Sub,que,C/(e)\
821,je,je,PRO:pers,235,Prn,Prn$,je,C/(e)\
822,vauroie,vauroie,VER,235,Vfin,Vfin,vouloir,C/V\.'C/V\./(e)\
823,ore,ore,ADV,235,Adv,Adv,or2,'/V\.C/(e)\
824,estre,estre,VER,235,Vinf,Vinf,être,'/V\.C/(e)\
825,a,a,PRE,235,Pre,Pre,à,/V\
826,l',l',DET:def,235,Det,Det,le,C/\
827,entree,entree,NOM,235,N,N,,/V\.'C/V\./(e)\
828,de,de,PRE,235,Pre,Pre,de,C/(e)\
829,Soreloys,soreloys,NOM,235,N,N,,C/V\.C/e\.'C/V\
830,.,.,PON,235,Pnc,Pnc,,
831,—,—,PON,236,Pnc,Pnc,,
832,Et,et,CON:coord,236,Crd,Crd,et,/V\
833,nous,nous,PRO:pers,236,Prn,Prn,1pp,C/V\
834,",",",",PON,236,Pnc,Pnc,,
835,dient,dient,VER,236,Vfin,Vfin,dire,'C/V\./e\
836,li,li,DET:def,236,Det,Det,le,C/V\
837,chevalier,chevalier,NOM,236,N,N,,C/V\.C/V\.'C/V\
838,",",",",PON,236,Pnc,Pnc,,
839,alom,alom,VER,236,Vfin,Vfin,aller,/V\.'C/V\
840,autresi,autresi,ADV,236,Adv,Adv,autresi,/V\.C/e\.'C/V\
841,cele,cele,DET:demo,236,Dem,Dem,cil,'C/V\.C/(e)\
842,part,part,NOM,236,N,N,,C/V\
843,tant,tant,ADV,237,QIs,QIs,tant,C/V\
844,com,com,CON:subord,237,Sub,Sub,comme,C/V\
845,nous,nous,PRO:pers,237,Prn,Prn$,1pp,C/V\
846,poom,poom,VER,237,Vfin,Vfin,pouvoir2,C/V\.'C/V\
847,",",",",PON,237,Pnc,Pnc,,
848,car,car,CON:coord,237,Crd,Crd,car,C/V\
849,cele,cele,DET:demo,237,Dem,Dem,cil,'C/V\.C/(e)\
850,part,part,NOM,237,N,N,,C/V\
851,avom,avom,VER,237,Vfin,Vfin,avoir,/V\.'C/V\
852,nous,nous,PRO:pers,237,Prn,Prn%,1pp,C/V\
853,autresi,autresi,ADV,237,Adv,Adv,autresi,/V\.C/e\.'C/V\
854,a,a,PRE,237,Pre,Pre,à,/V\
855,faire,faire,VER,238,Vinf,Vinf,faire,'C/V\.C/(e)\
856,.,.,PON,238,Pnc,Pnc,,
857,—,—,PON,238,Pnc,Pnc,,
