wd_id,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified
202,engins,engins,604,N,N,,/V\.'C/V\
203,",",",",604,Pnc,Pnc,,
204,prudence,prudence,604,N,N,,C/V\.'C/V\.C/(e)\
205,et,et,604,Crd,Crd,et,/V\
206,industrie,industrie,605,N,N,,/V\.C/V\.'C/V\./(e)\
207,de,de,605,Pre,Pre,de,C/(e)\
208,gens,gens,605,N,N,,C/V\
209,de,de,605,Pre,Pre,de,C/(e)\
210,divers,divers,605,QIs,QIs,divers,C/V\.'C/V\
211,estaz,estaz,605,N,N,,/V\.'C/V\
212,qui,qui,605,Qux,Qux,qui,C/V\
213,y,y,605,Prn,Prn$$,y,/V\
214,ont,ont,605,Vfin,Vfin,avoir,/V\
215,naissance,naissance,605,N,N,,C/V\.'C/V\.C/(e)\
216,",",",",605,Pnc,Pnc,,
217,estat,estat,605,N,N,,/V\.'C/V\
218,et,et,606,Crd,Crd,et,/V\
219,vie,vie,606,N,N,,'C/V\./(e)\
220,.,.,606,Pnc,Pnc,,
221,Aprés,aprés,606,PrA,PrA,après,/V\.'C/V\
222,lesquelz,lesquelz,606,Qux,Qux,lequel,C/V\.'C/V\
223,partis,partis,606,N,N,,C/V\.'C/V\
224,ainsi,ainsi,606,Adv,Adv,ainsi,/V\.'C/V\
225,debatuz,debatuz,606,Vpp,Vpp,débattre,C/V\.C/V\.'C/V\
226,a,a,606,Pre,Pre,à,/V\
227,part,part,606,N,N,,C/V\
228,moy,moy,606,Prn,Prn,moi,C/V\
229,",",",",606,Pnc,Pnc,,
230,sembloit,sembloit,606,Vfin,Vfin,sembler,C/V\.'C/V\
231,que,que,607,Sub,Sub,que,C/(e)\
232,faulte,faulte,607,N,N,,'C/V\.C/(e)\
233,de,de,607,Pre,Pre,de,C/(e)\
234,donner,donner,607,Vinf,Vinf,donner,C/V\.'C/V\
235,et,et,607,Crd,Crd,et,/V\
236,recevoir,recevoir,607,Vinf,Vinf,recevoir,C/V\.C/e\.'C/V\
237,ordre,ordre,607,N,N,,'/V\.C/(e)\
238,",",",",607,Pnc,Pnc,,
239,discipline,discipline,607,N,N,,C/V\.C/V\.'C/V\.C/(e)\
240,et,et,607,Crd,Crd,et,/V\
241,regle,regle,608,N,N,,'C/V\.C/(e)\
242,a,a,608,Pre,Pre,à,/V\
243,mettre,mettre,608,Vinf,Vinf,mettre,'C/V\.C/(e)\
244,en,en,608,Pre,Pre,en,/V\
245,oeuvre,oeuvre,608,N,N,,'/V\.C/(e)\
246,le,le,608,Det,Det,le,C/(e)\
247,povoir,povoir,608,N,N,pouvoir,C/V\.'C/V\
248,que,que,608,Qux,Qux,que,C/(e)\
249,Dieu,dieu,608,N,N,,C/V\
250,nous,nous,608,Prn,Prn$$,nous,C/V\
251,a,a,608,Vfin,Vfin,avoir,/V\
252,laissié,laissié,608,Vpp,Vpp,laisser,C/V\.'C/V\
253,",",",",608,Pnc,Pnc,,
254,est,est,609,Vfin,Vfin,être,/V\
255,cause,cause,609,N,N,,'C/V\.C/(e)\
256,de,de,609,Pre,Pre,de,C/(e)\
257,la,la,609,Det,Det,le,C/V\
258,longue,longue,609,Adj,Adj,long,'C/V\.C/(e)\
259,duree,duree,609,N,N,,C/V\.'C/V\./(e)\
260,de,de,609,Pre,Pre,de,C/(e)\
261,nostre,nostre,609,Det,Det,notre,'C/V\.C/(e)\
262,persecucion,persecucion,609,N,N,,C/V\.C/V\.C/V\.C/{V}\.'/V\
263,.,.,609,Pnc,Pnc,,
264,Si,si,609,Adv,Adv,si,C/V\
265,est,est,609,Vfin,Vfin,être,/V\
266,a,a,609,Pre,Pre,à,/V\
267,doubter,doubter,610,Vinf,Vinf,,C/V\.'C/V\
268,que,que,610,Sub,Sub,que,C/(e)\
269,la,la,610,Det,Det,le,C/V\
270,verge,verge,610,N,N,,'C/V\.C/(e)\
271,de,de,610,Pre,Pre,de,C/(e)\
272,punicion,punicion,610,N,N,,C/V\.C/V\.C/{V}\.'/V\
273,divine,divine,610,Adj,Adj,,C/V\.'C/V\.C/(e)\
274,soit,soit,610,Vfin,Vfin,être,C/V\
275,sur,sur,610,Pre,Pre,sur,C/V\
276,nous,nous,610,Prn,Prn,nous,C/V\
277,pour,pour,610,Pre,Pre,pour,C/V\
278,noz,noz,611,Det,Det,notre,C/V\
279,pechiez,pechiez,611,N,N,,C/V\.'C/V\
280,",",",",611,Pnc,Pnc,,
281,et,et,611,Crd,Crd,et,/V\
282,que,que,611,Sub,Sub,que,C/(e)\
283,l',l',611,Det,Det,le,C/\
284,oscurté,oscurté,611,N,N,,/V\.C/V\.'C/V\
285,de,de,611,Pre,Pre,de,C/(e)\
286,noz,noz,611,Det,Det,notre,C/V\
287,vies,vies,611,N,N,,'C/V\./e\
288,et,et,611,Crd,Crd,et,/V\
289,corrumpues,corrumpues,611,Vpp,Vpp,corrompre,C/V\.C/V\.'C/V\./e\
290,meurs,meurs,612,N,N,,C/V\
291,aveugle,aveugle,612,Vfin,Vfin,,/V\.'C/V\.C/(e)\
292,en,en,612,Pre,Pre,en,/V\
293,nous,nous,612,Prn,Prn,nous,C/V\
294,le,le,612,Det,Det,le,C/(e)\
295,jugement,jugement,612,N,N,,C/V\.C/e\.'C/V\
296,de,de,612,Pre,Pre,de,C/(e)\
297,raison,raison,612,N,N,,C/V\.'C/V\
298,et,et,612,Crd,Crd,et,/V\
299,noz,noz,612,Det,Det,notre,C/V\
300,parciaulx,parciaulx,612,Adj,Adj,,C/V\.'C/V\
301,desirs,desirs,613,N,N,,C/V\.'C/V\
302,refroident,refroident,613,Vfin,Vfin,,C/V\.'C/V\.C/e\
303,l',l',613,Det,Det,le,C/\
304,affection,affection,613,N,N,,/V\.C/V\.C/{V}\.'/V\
305,publique,publique,613,Adj,Adj,,C/V\.'C/V\.C/(e)\
306,",",",",613,Pnc,Pnc,,
307,ainsi,ainsi,613,Adv,Adv,ainsi,/V\.'C/V\
308,demourons,demourons,613,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\
309,nous,nous,614,Prn,Prn%,nous,C/V\
310,en,en,614,Pre,Pre,en,/V\
311,la,la,614,Det,Det,le,C/V\
312,descongnoisssance,descongnoisssance,614,N,N,,C/V\.C/V\.C/V\.'C/V\.C/(e)\
313,de,de,614,Pre,Pre,de,C/(e)\
314,nostre,nostre,614,Det,Det,notre,'C/V\.C/(e)\
315,fortune,fortune,614,N,N,,C/V\.'C/V\.C/(e)\
316,advenir,advenir,614,Vinf,Vinf,advenir,/V\.C/e\.'C/V\
317,et,et,614,Crd,Crd,et,/V\
318,a,a,615,Pre,Pre,à,/V\
319,noz,noz,615,Det,Det,notre,C/V\
320,ennemis,ennemis,615,N,N,,/V\.C/e\.'C/V\
321,",",",",615,Pnc,Pnc,,
322,par,par,615,Pre,Pre,par,C/V\
323,pusillanimité,pusillanimité,615,N,N,,C/V\.C/V\.C/V\.C/V\.C/V\.'C/V\
324,et,et,615,Crd,Crd,et,/V\
325,failly,failly,615,Vpp,Vpp,faillir,C/V\.'C/V\
326,couraige,couraige,615,N,N,,C/V\.'C/V\.C/(e)\
327,",",",",615,Pnc,Pnc,,
328,donnons,donnons,615,Vfin,Vfin,donner,C/V\.'C/V\
329,sur,sur,616,Pre,Pre,sur,C/V\
330,nous,nous,616,Prn,Prn,nous,C/V\
331,victoire,victoire,616,N,N,,C/V\.'C/V\.C/(e)\
332,plus,plus,616,Adv,Adv,plus,C/V\
333,que,que,616,Sub,Sub,que,C/(e)\
334,leur,leur,616,Det,Det,leur,C/V\
335,proesce,proesce,616,N,N,,C/V\.'C/V\.C/(e)\
336,ne,ne,616,Neg,Neg$$,ne,C/(e)\
337,leur,leur,616,Prn,Prn$$,leur,C/V\
338,en,en,616,Prn,Prn$$,en,/V\
339,acquiert,acquiert,617,Vfin,Vfin,acquérir,/V\.'C/V\
340,.,.,617,Pnc,Pnc,,
341,Tandis,tandis,618,Adv,Adv,tandis,C/V\.'C/V\
342,que,que,618,Sub,Sub,que,C/(e)\
343,en,en,618,Pre,Pre,en,/V\
344,ce,ce,618,Dem,Dem,cist,C/(e)\
345,debat,debat,618,N,N,,C/V\.'C/V\
346,entre,entre,618,PrA,PrA,entre,'/V\.C/(e)\
347,espoir,espoir,618,N,N,,/V\.'C/V\
348,et,et,618,Crd,Crd,et,/V\
349,desesperance,desesperance,618,N,N,,C/V\.C/V\.C/e\.'C/V\.C/(e)\
350,mon,mon,618,Det,Det,mon,C/V\
351,entendement,entendement,619,N,N,,/V\.C/V\.C/e\.'C/V\
352,traveilioit,traveilioit,619,Vfin,Vfin,,C/V\.C/V\.'C/V\
353,",",",",619,Pnc,Pnc,,
354,ung,ung,619,QIs,QIs,un,/V\
355,legier,legier,619,Adj,Adj,,C/V\.'C/V\
356,sompme,sompme,619,N,N,,'C/V\.C/(e)\
357,me,me,619,Prn,Prn$$,me,C/(e)\
358,reprint,reprint,619,Vfin,Vfin,reprendre,C/V\.'C/V\
359,comme,comme,620,Sub,Sub,comme,'C/V\.C/(e)\
360,",",",",620,Pnc,Pnc,,
361,aprés,aprés,620,PrA,PrA,après,/V\.'C/V\
362,la,la,620,Det,Det,le,C/V\
363,pesanteur,pesanteur,620,N,N,,C/V\.C/V\.'C/V\
364,du,du,620,Pre+Det,Pre+Det,de.le,C/V\
365,premier,premier,620,Adj,Adj,premier,C/V\.C/<V>\.'/V\
366,repos,repos,620,N,N,,C/V\.'C/V\
367,",",",",620,Pnc,Pnc,,
368,il,il,620,Prn,Prn$,il,/V\
369,advient,advient,620,Vfin,Vfin,advenir,/V\.'C/V\
370,souvent,souvent,620,Adv,Adv,souvent,C/V\.'C/V\
371,vers,vers,621,Pre,Pre,vers,C/V\
372,le,le,621,Det,Det,le,C/(e)\
373,matin,matin,621,N,N,,C/V\.'C/V\
374,.,.,621,Pnc,Pnc,,
375,Or,or,621,Adv,Adv,or,/V\
376,me,me,621,Prn,Prn$$,me,C/(e)\
377,fut,fut,621,Vfin,Vfin,être,C/V\
378,advis,advis,621,N,N,,/V\.'C/V\
379,en,en,621,Pre,Pre,en,/V\
380,sommeillant,sommeillant,621,Vprs,Vprs,,C/V\.C/V\.'C/V\
381,que,que,621,Sub,Sub,que,C/(e)\
382,je,je,621,Prn,Prn$,je,C/(e)\
383,veisse,veisse,622,Vfin,Vfin,voir,C/(V)\.'/V\.C/(e)\
384,en,en,622,Pre,Pre,en,/V\
385,ung,ung,622,QIs,QIs,un,/V\
386,païs,païs,622,N,N,,C/V\.'C/V\
387,en,en,622,Pre,Pre,en,/V\
388,fresche,fresche,622,Adj,Adj,,'C/V\.C/(e)\
389,une,une,622,QIs,QIs,un,'/V\.C/(e)\
390,dame,dame,622,N,N,,'C/V\.C/(e)\
391,dont,dont,622,Qux,Qux,dont,C/V\
392,le,le,622,Det,Det,le,C/(e)\
393,hault,hault,622,Adj,Adj,haut,C/V\
394,port,port,622,N,N,,C/V\
395,et,et,623,Crd,Crd,et,/V\
396,seigneury,seigneury,623,Adj,Adj,,C/V\.C/V\.'C/V\
397,maintien,maintien,623,N,N,,C/V\.'C/V\
398,signifioit,signifioit,623,Vfin,Vfin,,C/V\.C/V\.C/V\.'C/V\
399,sa,sa,623,Det,Det,son,C/V\
400,tresexcellente,tresexcellente,623,Adj,Adj,,C/V\.C/V\.C/V\.'C/V\.C/(e)\
401,extraction,extraction,623,N,N,,/V\.C/V\.C/{V}\.'/V\
402,",",",",623,Pnc,Pnc,,
403,mais,mais,624,Crd,Crd,mais,C/V\
404,tant,tant,624,QIs,QIs,tant,C/V\
405,fut,fut,624,Vfin,Vfin,être,C/V\
406,dolente,dolente,624,Adj,Adj,dolent,C/V\.'C/V\.C/(e)\
407,et,et,624,Crd,Crd,et,/V\
408,esplouree,esplouree,624,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\
409,que,que,624,Sub,Sub,que,C/(e)\
410,bien,bien,624,Adv,Adv,bien,C/V\
411,sembloit,sembloit,624,Vfin,Vfin,sembler,C/V\.'C/V\
412,dame,dame,624,N,N,,'C/V\.C/(e)\
413,decheue,decheue,625,Vpp,Vpp,déchoir,C/V\.C/(V)\.'/V\./(e)\
414,de,de,625,Pre,Pre,de,C/(e)\
415,plus,plus,625,Adv,Adv,plus,C/V\
416,hault,hault,625,Adj,Adj,haut,C/V\
417,honneur,honneur,625,N,N,,/V\.'C/V\
418,que,que,625,Sub,Sub,que,C/(e)\
419,pour,pour,625,Pre,Pre,pour,C/V\
420,lors,lors,625,Adv,Adv,lors,C/V\
421,son,son,625,Det,Det,son,C/V\
422,estat,estat,625,N,N,,/V\.'C/V\
423,ne,ne,625,Neg,Neg$$,ne,C/(e)\
424,demonstroit,demonstroit,626,Vfin,Vfin,,C/V\.C/V\.'C/V\
425,.,.,626,Pnc,Pnc,,
426,Et,et,626,Crd,Crd,et,/V\
427,bien,bien,626,Adv,Adv,bien,C/V\
428,apparissoit,apparissoit,626,Vfin,Vfin,apparaître,/V\.C/V\.C/V\.'C/V\
429,a,a,626,Pre,Pre,à,/V\
430,son,son,626,Det,Det,son,C/V\
431,semblant,semblant,626,N,N,,C/V\.'C/V\
432,que,que,626,Sub,Sub,que,C/(e)\
433,forment,forment,626,Adv,Adv,fortement,C/V\.'C/V\
434,feust,feust,627,Vfin,Vfin,être,C/V\
435,espoventee,espoventee,627,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\./(e)\
436,et,et,627,Crd,Crd,et,/V\
437,doubteuse,doubteuse,627,Adj,Adj,,C/V\.'C/V\.C/(e)\
438,de,de,627,Pre,Pre,de,C/(e)\
439,plus,plus,627,Adv,Adv,plus,C/V\
440,grant,grant,627,Adj,Adj,grand,C/V\
441,maleurté,maleurté,627,N,N,,C/V\.C/(V)\./V\.'C/V\
442,et,et,627,Crd,Crd,et,/V\
443,douleur,douleur,628,N,N,,C/V\.'C/V\
444,advenir,advenir,628,Pre+Vinf,Pre+Vinf,à.venir,/V\.C/e\.'C/V\
445,.,.,628,Pnc,Pnc,,
446,Et,et,628,Crd,Crd,et,/V\
447,en,en,628,Pre,Pre,en,/V\
448,signe,signe,628,N,N,,'C/V\.C/(e)\
449,de,de,628,Pre,Pre,de,C/(e)\
450,ce,ce,628,Prn,Prn,ce,C/(e)\
451,",",",",628,Pnc,Pnc,,
452,ses,ses,628,Det,Det,son,C/V\
453,blons,blons,628,Adj,Adj,,C/V\
454,cheveulx,cheveulx,628,N,N,,C/V\.'C/V\
455,",",",",628,Pnc,Pnc,,
456,qui,qui,628,Qux,Qux,qui,C/V\
457,a,a,629,Pre,Pre,à,/V\
458,fin,fin,629,Adj,Adj,fin2,C/V\
459,or,or,629,N,N,,/V\
460,estrivoient,estrivoient,629,Vfin,Vfin,,/V\.C/V\.'C/V\./e\
461,de,de,629,Pre,Pre,de,C/(e)\
462,couleur,couleur,629,N,N,,C/V\.'C/V\
463,",",",",629,Pnc,Pnc,,
464,veissez,veissez,629,Vfin,Vfin,voir,C/(V)\./V\.'C/V\
465,espanduz,espanduz,629,Vpp,Vpp,épandre,/V\.C/V\.'C/V\
466,et,et,629,Crd,Crd,et,/V\
467,degetiez,degetiez,629,Vpp,Vpp,,C/V\.C/V\.'C/V\
468,sans,sans,630,Pre,Pre,sans,C/V\
469,aournement,aournement,630,N,N,,/V\.C/V\.C/e\.'C/V\
470,au,au,630,Pre+Det,Pre+Det,à.le,/V\
471,travers,travers,630,N,N,,C/V\.'C/V\
472,de,de,630,Pre,Pre,de,C/(e)\
473,ses,ses,630,Det,Det,son,C/V\
474,espaules,espaules,630,N,N,,/V\.'C/V\.C/e\
475,et,et,630,Crd,Crd,et,/V\
476,une,une,630,QIs,QIs,un,'/V\.C/(e)\
477,couronne,couronne,630,N,N,,C/V\.'C/V\.C/(e)\
478,d',d',631,Pre,Pre,de,C/\
479,or,or,631,N,N,,/V\
480,fin,fin,631,Adj,Adj,fin2,C/V\
481,sur,sur,631,Pre,Pre,sur,C/V\
482,son,son,631,Det,Det,son,C/V\
