wd_id,word,lex_id,pos_nca,chapter_id,textlineid,syntag,syntag2,lemma,syllabified
700,seigneur,seigneur,NOM:obj:masc:sg,6,167,N,N,,C/V\.'C/V\
701,mil,mil,ADJ:card,6,167,QIs,QIs,un,C/V\
702,deus,deus,ADJ:card,6,167,QIs,QIs,deux,C/V\
703,cens,cens,ADJ:card,6,167,QIs,QIs,cent,C/V\
704,quatre,quatre,ADJ:card,6,167,QIs,QIs,quatre,'C/V\.C/(e)\
705,vinz,vinz,ADJ:card,6,167,QIs,QIs,vingt,C/V\
706,et,et,CON:coord,6,167,Crd,Crd,et,/V\
707,.i.,.i.,ADJ:card,6,167,QIs,QIs,un,/V\
708,",",",",PON,6,167,Pnc,Pnc,,
709,et,et,CON:coord,6,167,Crd,Crd,et,/V\
710,el,el,PREDET:en:obj:masc:sg,6,167,Pre+Det,Pre+Det,en.le,/V\
711,secont,secont,ADJ:ord:obj:masc:sg,6,167,Adj,Adj,,C/V\.'C/V\
712,jour,jour,NOM:obj:masc:sg,6,167,N,N,,C/V\
713,ou,ou,PROCON,6,167,Qux,Qux,où,/V\
714,eu,eu,PREDET:en:obj:masc:sg,6,167,Pre+Det,Pre+Det,en.le,/(V)\.'/V\
715,tierz,tierz,ADJ:ord:obj:masc:sg,6,167,Adj,Adj,tiers,C/V\
716,de,de,PRE,6,167,Pre,Pre,de,C/(e)\
717,la,la,DET:def:obj:femi:sg,6,167,Det,Det,le,C/V\
718,nativite,nativité,NOM:obj:femi:sg,6,167,N,N,,C/V\.C/V\.C/V\.'C/V\
719,de,de,PRE,6,167,Pre,Pre,de,C/(e)\
720,cele,cele,DET:demo:obj:femi:sg,6,167,Dem,Dem,cil,'C/V\.C/(e)\
721,pucele,pucele,NOM:obj:femi:sg,6,167,N,N,,C/V\.'C/V\.C/(e)\
722,",",",",PON,6,167,Pnc,Pnc,,
723,souz,souz,PRE,6,167,PrA,PrA,sous,C/V\
724,le,le,DET:def:obj:masc:sg,6,167,Det,Det,le,C/(e)\
725,destre,destre,ADJ:obj:masc:sg,6,167,Adj,Adj,dextre,'C/V\.C/(e)\
726,oil,oil,NOM:obj:masc:sg,6,167,N,N,,/V\
727,de,de,PRE,6,167,Pre,Pre,de,C/(e)\
728,cele,cele,DET:demo:obj:femi:sg,6,167,Dem,Dem,cil,'C/V\.C/(e)\
729,fillete,fillete,NOM:obj:femi:sg,6,167,N,N,,C/V\.'C/V\.C/(e)\
730,aparut,aparut,VER:simp:3:sg,6,167,Vfin,Vfin,aparoir|apparaître,/V\.C/V\.'C/V\
731,une,une,DET:ndf:suj:femi:sg,6,167,QIs,QIs,un,'/V\.C/(e)\
732,tache,tache,NOM:suj:femi:sg,6,167,N,N,,'C/V\.C/(e)\
733,rouge,rouge,ADJ:suj:femi:sg,6,167,Adj,Adj,,'C/V\.C/(e)\
734,ausi,ausi,ADV,6,167,Adv,Adv,aussi,/V\.'C/V\
735,comme,comme,CON:subord,6,167,Sub,Sub,comme,'C/V\.C/(e)\
736,se,se,PROCON,6,167,Sub,Sub,si3,C/(e)\
737,une,une,DET:ndf:suj:femi:sg,6,167,QIs,QIs,un,'/V\.C/(e)\
738,puce,puce,NOM:suj:femi:sg,6,167,N,N,,'C/V\.C/(e)\
739,l,l',PRO:pers:obj:3:masc:sg:unb,6,167,Prn,Prn$$,le,C/\
740,eust,eust,VER:subi:3:sg,6,167,Vfin,Vfin,avoir,/(V)\.'/V\
741,ilecques,ilecques,ADV,6,167,Adv,Adv,illuec,/V\.'C/V\.C/e\
742,morse,morse,VER:pper:femi:sg,6,167,Vpp,Vpp,mourir,'C/V\.C/(e)\
743,.,.,PON,6,167,Pnc,Pnc,,
744,en,en,PRE,6,168,Pre,Pre,en,/V\
745,apres,aprés,PRE,6,168,PrA,PrA,après,/V\.'C/V\
746,",",",",PON,6,168,Pnc,Pnc,,
747,cele,cele,DET:demo:suj:femi:sg,6,168,Dem,Dem,cil,'C/V\.C/(e)\
748,bubete,bubete,NOM:suj:femi:sg,6,168,N,N,,C/V\.'C/V\.C/(e)\
749,et,et,CON:coord,6,168,Crd,Crd,et,/V\
750,cel,cel,DET:demo:suj:masc:sg,6,168,Dem,Dem,cil,C/V\
751,signe,signe,NOM:suj:masc:sg,6,168,N,N,,'C/V\.C/(e)\
752,crut,crut,VER:simp:3:sg,6,168,Vfin,Vfin,croître,C/V\
753,petit,petit,ADV,6,168,Adj,Adj,petit,C/V\.'C/V\
754,et,et,CON:coord,6,168,Crd,Crd,et,/V\
755,petit,petit,ADV,6,168,Adj,Adj,petit,C/V\.'C/V\
756,",",",",PON,6,168,Pnc,Pnc,,
757,un,un,DET:ndf:obj:masc:sg,6,168,QIs,QIs,un,/V\
758,jour,jour,NOM:obj:masc:sg,6,168,N,N,,C/V\
759,apres,aprés,PRE,6,168,PrA,PrA,après,/V\.'C/V\
760,autre,autre,ADJ:obj:masc:sg,6,168,Adj,Adj,autre,'/V\.C/(e)\
761,",",",",PON,6,168,Pnc,Pnc,,
762,ausi,ausi,ADV,6,168,Adv,Adv,aussi,/V\.'C/V\
763,com,com,CON:subord,6,168,Sub,Sub,comme,C/V\
764,un,un,DET:ndf:suj:masc:sg,6,168,QIs,QIs,un,/V\
765,oef,oef,NOM:suj:masc:sg,6,168,N,N,,/V\
766,moien,moien,ADJ:suj:masc:sg,6,168,Adj,Adj,,C/V\.'C/V\
767,de,de,PRE,6,168,Pre,Pre,de,C/(e)\
768,geline,geline,NOM:obj:femi:sg,6,168,N,N,,C/V\.'C/V\.C/(e)\
769,.,.,PON,6,168,Pnc,Pnc,,
770,et,et,CON:coord,6,169,Crd,Crd,et,/V\
771,puis,puis,ADV,6,169,PrA,PrA,puis,C/V\
772,crut,crut,VER:simp:3:sg,6,169,Vfin,Vfin,croître,C/V\
773,ce,ce,DET:demo:suj:masc:sg,6,169,Dem,Dem,cist,C/(e)\
774,signe,signe,NOM:suj:masc:sg,6,169,N,N,,'C/V\.C/(e)\
775,en,en,PRE,6,169,Pre,Pre,en,/V\
776,la,la,DET:def:obj:femi:sg,6,169,Det,Det,le,C/V\
777,partie,partie,NOM:obj:femi:sg,6,169,N,N,,C/V\.'C/V\./(e)\
778,de,de,PRE,6,169,Pre,Pre,de,C/(e)\
779,l,l',DET:def:obj:masc:sg,6,169,Det,Det,le,C/\
780,ueil,ueil,NOM:obj:masc:sg,6,169,N,N,,/V\
781,devers,devers,PRE,6,169,PrA,PrA,devers,C/V\.'C/V\
782,la,la,DET:def:obj:femi:sg,6,169,Det,Det,le,C/V\
783,temple,temple,NOM:obj:femi:sg,6,169,N,N,,'C/V\.C/(e)\
784,et,et,CON:coord,6,169,Crd,Crd,et,/V\
785,monta,monta,VER:simp:3:sg,6,169,Vfin,Vfin,monter,C/V\.'C/V\
786,au,au,PREDET:a:obj:masc:sg,6,169,Pre+Det,Pre+Det,à.le,/V\
787,sourcill,sourcill,NOM:obj:masc:sg,6,169,N,N,,C/V\.'C/V\
788,et,et,CON:coord,6,169,Crd,Crd,et,/V\
789,couvri,couvri,VER:simp:3:sg,6,169,Vfin,Vfin,couvrir,C/V\.'C/V\
790,l,l',DET:def:obj:masc:sg,6,169,Det,Det,le,C/\
791,ueil,ueil,NOM:obj:masc:sg,6,169,N,N,,/V\
792,",",",",PON,6,169,Pnc,Pnc,,
793,si,si,PROCON,6,169,Adv,Adv,si4,C/V\
794,que,que,PROCON,6,169,Sub,Sub,que,C/(e)\
795,la,la,DET:def:suj:femi:sg,6,169,Det,Det,le,C/V\
796,pucele,pucele,NOM:suj:femi:sg,6,169,N,N,,C/V\.'C/V\.C/(e)\
797,ne,ne,PRO:clit,6,169,Neg,Neg$$,ne,C/(e)\
798,pooit,pooit,VER:impf:3:sg,6,169,Vfin,Vfin,pouvoir2,C/V\.'C/V\
799,veoir,veoir,VER:infi,6,169,Vinf,Vinf,voir,C/(V)\.'/V\
800,que,que,PROCON,6,169,Sub,Sub,que,C/(e)\
801,du,du,PREDET:de:obj:masc:sg,6,169,Pre+Det,Pre+Det,de.le,C/V\
802,travers,travers,NOM:obj:masc:sg,6,169,N,N,,C/V\.'C/V\
803,de,de,PRE,6,169,Pre,Pre,de,C/(e)\
804,celui,celui,DET:demo:obj:masc:sg,6,169,Dem,Dem,cil,C/V\.'C/V\
805,oil,oil,NOM:obj:masc:sg,6,169,N,N,,/V\
806,",",",",PON,6,169,Pnc,Pnc,,
807,se,se,PROCON,6,169,Sub,Sub,si3,C/(e)\
808,cele,cele,DET:demo:suj:femi:sg,6,169,Dem,Dem,cil,'C/V\.C/(e)\
809,bocete,bocete,NOM:suj:femi:sg,6,169,N,N,,C/V\.'C/V\.C/(e)\
810,ne,ne,PRO:clit,6,169,Neg,Neg$$,ne,C/(e)\
811,fust,fust,VER:subi:3:sg,6,169,Vfin,Vfin,être,C/V\
812,esloigniee,esloigniee,VER:pper:femi:sg,6,169,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\
813,as,as,PREDET:a:obj:masc:pl,6,169,Pre+Det,Pre+Det,à.le,/V\
814,doiz,doiz,NOM:obj:masc:pl,6,169,N,N,,C/V\
815,et,et,CON:coord,6,169,Crd,Crd,et,/V\
816,fust,fust,VER:subi:3:sg,6,169,Vfin,Vfin,être,C/V\
817,souslevee,souslevee,VER:pper:femi:sg,6,169,Vpp,Vpp,soulever,C/V\.C/V\.'C/V\./(e)\
818,de,de,PRE,6,169,Pre,Pre,de,C/(e)\
819,l,l',DET:def:obj:masc:sg,6,169,Det,Det,le,C/\
820,ueil,ueil,NOM:obj:masc:sg,6,169,N,N,,/V\
821,.,.,PON,6,169,Pnc,Pnc,,
822,et,et,CON:coord,6,170,Crd,Crd,et,/V\
823,estoit,estoit,VER:impf:3:sg,6,170,Vfin,Vfin,être,/V\.'C/V\
824,cele,cele,DET:demo:suj:femi:sg,6,170,Dem,Dem,cil,'C/V\.C/(e)\
825,piece,piece,NOM:suj:femi:sg,6,170,N,N,,'C/V\.C/(e)\
826,de,de,PRE,6,170,Pre,Pre,de,C/(e)\
827,char,char,NOM:obj:femi:sg,6,170,N,N,,C/V\
828,rouge,rouge,ADJ:suj:femi:sg,6,170,Adj,Adj,,'C/V\.C/(e)\
829,et,et,CON:coord,6,170,Crd,Crd,et,/V\
830,mole,mole,ADJ:suj:femi:sg,6,170,Adj,Adj,,'C/V\.C/(e)\
831,a,a,PRE,6,170,Pre,Pre,à,/V\
832,maniere,maniere,NOM:obj:femi:sg,6,170,N,N,,C/V\.'C/V\.C/(e)\
833,de,de,PRE,6,170,Pre,Pre,de,C/(e)\
834,char,char,NOM:obj:femi:sg,6,170,N,N,,C/V\
835,ne,ne,PRO:clit,6,170,Crd,Crd,ne2,C/(e)\
836,ne,ne,PRO:clit,6,170,Neg,Neg$$,ne,C/(e)\
837,metoit,metoit,VER:impf:3:sg,6,170,Vfin,Vfin,mettre,C/V\.'C/V\
838,hors,hors,ADV,6,170,PrA,PrA,hors,C/V\
839,nule,nule,DET:ind:obj:femi:sg,6,170,QIs,QIs,nul,'C/V\.C/(e)\
840,pourreture,pourreture,NOM:obj:femi:sg,6,170,N,N,,C/V\.C/e\.'C/V\.C/(e)\
841,.,.,PON,6,170,Pnc,Pnc,,
842,et,et,CON:coord,6,171,Crd,Crd,et,/V\
843,einsi,einsi,ADV,6,171,Adv,Adv,ainsi,/V\.'C/V\
844,dura,dura,VER:simp:3:sg,6,171,Vfin,Vfin,durer,C/V\.'C/V\
845,cele,cele,DET:demo:suj:femi:sg,6,171,Dem,Dem,cil,'C/V\.C/(e)\
846,maladie,maladie,NOM:suj:femi:sg,6,171,N,N,,C/V\.C/V\.'C/V\./(e)\
847,par,par,PRE,6,171,Pre,Pre,par,C/V\
848,l,l',DET:def:obj:masc:sg,6,171,Det,Det,le,C/\
849,espace,espace,NOM:obj:masc:sg,6,171,N,N,,/V\.'C/V\.C/(e)\
850,de,de,PRE,6,171,Pre,Pre,de,C/(e)\
851,un,un,DET:ndf:obj:masc:sg,6,171,QIs,QIs,un,/V\
852,an,an,NOM:obj:masc:sg,6,171,N,N,,/V\
853,et,et,CON:coord,6,171,Crd,Crd,et,/V\
854,nuef,nuef,ADJ:card,6,171,QIs,QIs,neuf,C/V\
855,mois,mois,NOM:obj:masc:pl,6,171,N,N,,C/V\
856,ou,ou,PROCON,6,171,Crd,Crd,ou,/V\
857,environ,environ,ADV,6,171,PrA,PrA,environ,/V\.C/V\.'C/V\
858,.,.,PON,6,171,Pnc,Pnc,,
859,et,et,CON:coord,6,172,Crd,Crd,et,/V\
860,le,le,DET:def:suj:masc:sg,6,172,Det,Det,le,C/(e)\
861,dit,dit,VER:pper:masc:sg,6,172,Vpp,Vpp,dire,C/V\
862,jehan,jehan,NPR:suj:masc:sg,6,172,N,N,,C/(V)\.'/V\
863,",",",",PON,6,172,Pnc,Pnc,,
864,pere,pere,NOM:suj:masc:sg,6,172,N,N,,'C/V\.C/(e)\
865,de,de,PRE,6,172,Pre,Pre,de,C/(e)\
866,la,la,DET:def:obj:femi:sg,6,172,Det,Det,le,C/V\
867,pucelete,pucelete,NOM:obj:femi:sg,6,172,N,N,,C/V\.C/e\.'C/V\.C/(e)\
868,",",",",PON,6,172,Pnc,Pnc,,
869,et,et,CON:coord,6,172,Crd,Crd,et,/V\
870,marguerite,marguerite,NPR:suj:femi:sg,6,172,N,N,,C/V\.C/V\.'C/V\.C/(e)\
871,",",",",PON,6,172,Pnc,Pnc,,
872,sa,sa,DET:poss:suj:femi:sg,6,172,Det,Det,son4,C/V\
873,femme,femme,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\
874,et,et,CON:coord,6,172,Crd,Crd,et,/V\
875,mere,mere,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\
876,de,de,PRE,6,172,Pre,Pre,de,C/(e)\
877,cel,cel,DET:demo:obj:masc:sg,6,172,Dem,Dem,cil,C/V\
878,enfant,enfant,NOM:obj:masc:sg,6,172,N,N,,/V\.'C/V\
879,",",",",PON,6,172,Pnc,Pnc,,
880,l,l',PRO:pers:obj:3:masc:sg:unb,6,172,Prn,Prn$$,le,C/\
881,aporterent,aporterent,VER:simp:3:pl,6,172,Vfin,Vfin,apporter,/V\.C/V\.'C/V\.C/e\
882,a,a,PRE,6,172,Pre,Pre,à,/V\
883,paris,paris,NPR:obj:masc:sg,6,172,N,N,,C/V\.'C/V\
884,et,et,CON:coord,6,172,Crd,Crd,et,/V\
885,la,la,PRO:pers:acc:3:femi:sg,6,172,Prn,Prn$$,le,C/V\
886,mostrerent,mostrerent,VER:simp:3:pl,6,172,Vfin,Vfin,montrer,C/V\.'C/V\.C/e\
887,as,as,PREDET:a:obj:masc:pl,6,172,Pre+Det,Pre+Det,à.le,/V\
888,mires,mires,NOM:obj:masc:pl,6,172,N,N,,'C/V\.C/e\
889,et,et,CON:coord,6,172,Crd,Crd,et,/V\
890,as,as,PREDET:a:obj:masc:pl,6,172,Pre+Det,Pre+Det,à.le,/V\
891,cyrurgiens,cyrurgiens,NOM:obj:masc:pl,6,172,N,N,,C/V\.C/V\.C/{V}\.'/V\
892,et,et,CON:coord,6,172,Crd,Crd,et,/V\
893,demanderent,demanderent,VER:simp:3:pl,6,172,Vfin,Vfin,demander,C/V\.C/V\.'C/V\.C/e\
894,conseil,conseil,NOM:obj:masc:sg,6,172,N,N,,C/V\.'C/V\
895,de,de,PRE,6,172,Pre,Pre,de,C/(e)\
896,cele,cele,DET:demo:obj:femi:sg,6,172,Dem,Dem,cil,'C/V\.C/(e)\
897,maladie,maladie,NOM:obj:femi:sg,6,172,N,N,,C/V\.C/V\.'C/V\./(e)\
898,",",",",PON,6,172,Pnc,Pnc,,
899,les,les,DET:def:suj:masc:pl,6,172,Det,Det,le,C/V\
900,quex,quex,ADJ:suj:masc:pl,6,172,Qux,Qux,quel,C/V\
901,mires,mires,NOM:suj:masc:pl,6,172,N,N,,'C/V\.C/e\
902,leur,leur,PRO:pers:dat:3:pl,6,172,Prn,Prn$$,leur,C/V\
903,distrent,distrent,VER:simp:3:pl,6,172,Vfin,Vfin,dire,'C/V\.C/e\
904,que,que,PROCON,6,172,Sub,Sub,que,C/(e)\
905,se,se,PROCON,6,172,Sub,Sub,si3,C/(e)\
906,cele,cele,DET:demo:suj:femi:sg,6,172,Dem,Dem,cil,'C/V\.C/(e)\
907,piece,piece,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\
908,de,de,PRE,6,172,Pre,Pre,de,C/(e)\
909,char,char,NOM:obj:femi:sg,6,172,N,N,,C/V\
910,estoit,estoit,VER:impf:3:sg,6,172,Vfin,Vfin,être,/V\.'C/V\
911,coupee,coupee,VER:pper:femi:sg,6,172,Vpp,Vpp,,C/V\.'C/V\./(e)\
912,",",",",PON,6,172,Pnc,Pnc,,
913,que,que,PROCON,6,172,Sub,Sub,que,C/(e)\
914,l,l',DET:def:suj:masc:sg,6,172,Det,Det,le,C/\
915,enfant,enfant,NOM:suj:masc:sg,6,172,N,N,,/V\.'C/V\
916,mourroit,mourroit,VER:cond:3:sg,6,172,Vfin,Vfin,mourir,C/V\.'C/V\
917,ou,ou,PROCON,6,172,Crd,Crd,ou,/V\
918,perdroit,perdroit,VER:cond:3:sg,6,172,Vfin,Vfin,perdre,C/V\.'C/V\
919,cel,cel,DET:demo:obj:masc:sg,6,172,Dem,Dem,cil,C/V\
920,oil,oil,NOM:obj:masc:sg,6,172,N,N,,/V\
921,.,.,PON,6,172,Pnc,Pnc,,
922,et,et,CON:coord,6,173,Crd,Crd,et,/V\
923,furent,furent,VER:simp:3:pl,6,173,Vfin,Vfin,être,'C/V\.C/e\
924,fetes,fetes,VER:pper:femi:pl,6,173,Vpp,Vpp,faire,'C/V\.C/e\
925,aucunes,aucunes,DET:ind:suj:femi:pl,6,173,QIs,QIs,aucun,/V\.'C/V\.C/e\
926,medecines,medecines,NOM:suj:femi:pl,6,173,N,N,,C/V\.C/e\.'C/V\.C/e\
927,a,a,PRE,6,173,Pre,Pre,à,/V\
928,la,la,DET:def:obj:femi:sg,6,173,Det,Det,le,C/V\
929,dite,dite,VER:pper:femi:sg,6,173,Vpp,Vpp,dire,'C/V\.C/(e)\
930,maladie,maladie,NOM:obj:femi:sg,6,173,N,N,,C/V\.C/V\.'C/V\./(e)\
931,",",",",PON,6,173,Pnc,Pnc,,
932,et,et,CON:coord,6,173,Crd,Crd,et,/V\
933,herbes,herbes,NOM:suj:femi:pl,6,173,N,N,,'C/V\.C/e\
934,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\
935,furent,furent,VER:simp:3:pl,6,173,Vfin,Vfin,être,'C/V\.C/e\
936,mises,mises,VER:pper:femi:pl,6,173,Vpp,Vpp,mettre,'C/V\.C/e\
937,",",",",PON,6,173,Pnc,Pnc,,
938,qui,qui,PROCON,6,173,Qux,Qux,qui,C/V\
939,en,en,PRE,6,173,Pre,Pre,en,/V\
940,riens,riens,ADV,6,173,N,N,rien,C/V\
941,du,du,PREDET:de:obj:masc:sg,6,173,Pre+Det,Pre+Det,de.le,C/V\
942,monde,monde,NOM:obj:masc:sg,6,173,N,N,,'C/V\.C/(e)\
943,n,n,PRO:clit,6,173,Neg,Neg$$,ne,C/\
944,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\
945,proufitierent,proufitierent,VER:simp:3:pl,6,173,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\
946,",",",",PON,6,173,Pnc,Pnc,,
947,aincois,aincois,ADV,6,173,Adv,Adv,ainçois,/V\.'C/V\
948,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\
949,nurent,nurent,VER:simp:3:pl,6,173,Vfin,Vfin,nuire,'C/V\.C/e\
950,",",",",PON,6,173,Pnc,Pnc,,
951,et,et,CON:coord,6,173,Crd,Crd,et,/V\
952,crut,crut,VER:simp:3:sg,6,173,Vfin,Vfin,croître,C/V\
953,plus,plus,ADV,6,173,Adv,Adv,plus,C/V\
954,fort,fort,ADJ:obj:masc:sg,6,173,Adj,Adj,fort,C/V\
955,la,la,DET:def:suj:femi:sg,6,173,Det,Det,le,C/V\
956,maladie,maladie,NOM:suj:femi:sg,6,173,N,N,,C/V\.C/V\.'C/V\./(e)\
957,.,.,PON,6,173,Pnc,Pnc,,
958,apres,aprés,PRE,6,174,PrA,PrA,après,/V\.'C/V\
959,ces,ces,DET:demo:obj:femi:pl,6,174,Dem,Dem,cist,C/V\
960,choses,choses,NOM:obj:femi:pl,6,174,N,N,,'C/V\.C/e\
961,",",",",PON,6,174,Pnc,Pnc,,
962,comme,comme,CON:subord,6,174,Sub,Sub,comme,'C/V\.C/(e)\
963,les,les,DET:def:suj:masc:pl,6,174,Det,Det,le,C/V\
964,diz,diz,VER:pper:masc:pl,6,174,Vpp,Vpp,dire,C/V\
965,jehan,jehan,NPR:suj:masc:sg,6,174,N,N,,C/(V)\.'/V\
966,et,et,CON:coord,6,174,Crd,Crd,et,/V\
967,marguerite,marguerite,NPR:suj:femi:sg,6,174,N,N,,C/V\.C/V\.'C/V\.C/(e)\
968,eussent,eussent,VER:subi:3:pl,6,174,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\
969,entendu,entendu,VER:pper:masc:sg,6,174,Vpp,Vpp,entendre,/V\.C/V\.'C/V\
970,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\
971,pluseurs,pluseurs,DET:ind:suj:masc:pl,6,174,QIs,QIs,plusieurs,C/V\.'C/V\
972,miracles,miracles,NOM:suj:masc:pl,6,174,N,N,,C/V\.'C/V\.C/e\
973,estoient,estoient,VER:impf:3:pl,6,174,Vfin,Vfin,être,/V\.'C/V\./e\
974,fez,fez,VER:pper:masc:pl,6,174,Vpp,Vpp,faire,C/V\
975,au,au,PREDET:a:obj:masc:sg,6,174,Pre+Det,Pre+Det,à.le,/V\
976,tombel,tombel,NOM:obj:masc:sg,6,174,N,N,,C/V\.'C/V\
977,du,du,PREDET:de:obj:masc:sg,6,174,Pre+Det,Pre+Det,de.le,C/V\
978,benoiet,benoiet,ADJ:obj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\
979,saint,saint,ADJ:obj:masc:sg,6,174,Adj,Adj,saint,C/V\
980,loys,loys,NPR:obj:masc:sg,6,174,N,N,,C/V\
981,",",",",PON,6,174,Pnc,Pnc,,
982,jehan,jehan,NPR:suj:masc:sg,6,174,N,N,,C/(V)\.'/V\
983,",",",",PON,6,174,Pnc,Pnc,,
984,le,le,DET:def:suj:masc:sg,6,174,Det,Det,le,C/(e)\
985,pere,pere,NOM:suj:masc:sg,6,174,N,N,,'C/V\.C/(e)\
986,d,d',PRE,6,174,Pre,Pre,de,C/\
987,icele,icele,DET:demo:obj:femi:sg,6,174,Dem,Dem,cil,/V\.'C/V\.C/(e)\
988,pucelete,pucelete,NOM:obj:femi:sg,6,174,N,N,,C/V\.C/e\.'C/V\.C/(e)\
989,",",",",PON,6,174,Pnc,Pnc,,
990,la,la,PRO:pers:acc:3:femi:sg,6,174,Prn,Prn$$,le,C/V\
991,voua,voua,VER:simp:3:sg,6,174,Vfin,Vfin,vouer,C/V\.'C/V\
992,a,a,PRE,6,174,Pre,Pre,à,/V\
993,dieu,dieu,NOM:obj:masc:sg,6,174,N,N,,C/V\
994,et,et,CON:coord,6,174,Crd,Crd,et,/V\
995,au,au,PREDET:a:obj:masc:sg,6,174,Pre+Det,Pre+Det,à.le,/V\
996,benoiet,benoiet,ADJ:obj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\
997,saint,saint,ADJ:obj:masc:sg,6,174,Adj,Adj,saint,C/V\
998,loys,loys,NPR:obj:masc:sg,6,174,N,N,,C/V\
999,en,en,PRE,6,174,Pre,Pre,en,/V\
1000,disant,disant,VER:ppre,6,174,Vprs,Vprs,dire,C/V\.'C/V\
1001,ces,ces,DET:demo:obj:femi:pl,6,174,Dem,Dem,cist,C/V\
1002,paroles,paroles,NOM:obj:femi:pl,6,174,N,N,,C/V\.'C/V\.C/e\
1003,:,:,PON,6,174,Pnc,Pnc,,
1004,"""","""",PON:cit,6,174,Pnc,Pnc,,
1005,biau,biau,ADJ:suj:masc:sg,6,174,Adj,Adj,beau,C/V\
1006,sire,sire,NOM:suj:masc:sg,6,174,N,N,,'C/V\.C/(e)\
1007,diex,diex,NOM:suj:masc:sg,6,174,N,N,,C/V\
1008,et,et,CON:coord,6,174,Crd,Crd,et,/V\
1009,le,le,DET:def:suj:masc:sg,6,174,Det,Det,le,C/(e)\
1010,benoiet,benoiet,ADJ:suj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\
1011,saint,saint,ADJ:suj:masc:sg,6,174,Adj,Adj,saint,C/V\
1012,loys,loys,NPR:suj:masc:sg,6,174,N,N,,C/V\
1013,",",",",PON,6,174,Pnc,Pnc,,
1014,je,je,PRO:pers:suj:1:sg:unb,6,174,Prn,Prn$,je,C/(e)\
1015,vos,vos,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\
1016,veu,veu,VER:pres:1:sg,6,174,Vfin,Vfin,voir,C/V\
1017,ma,ma,DET:poss:obj:femi:sg,6,174,Det,Det,mon,C/V\
1018,fille,fille,NOM:obj:femi:sg,6,174,N,N,,'C/V\.C/(e)\
1019,et,et,CON:coord,6,174,Crd,Crd,et,/V\
1020,la,la,PRO:pers:acc:3:femi:sg,6,174,Prn,Prn$$,le,C/V\
1021,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\
1022,doins,doins,VER:pres:1:sg,6,174,Vfin,Vfin,donner,C/V\
1023,",",",",PON,6,174,Pnc,Pnc,,
1024,et,et,CON:coord,6,174,Crd,Crd,et,/V\
1025,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\
1026,promet,promet,VER:pres:1:sg,6,174,Vfin,Vfin,promettre,C/V\.'C/V\
1027,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\
1028,des,dés,PRE,6,174,Pre,Pre,dès,C/V\
1029,or,or,ADV,6,174,Adv,Adv,or2,/V\
1030,en,en,PRE,6,174,Pre,Pre,en,/V\
1031,avant,avant,PRE,6,174,PrA,PrA,avant,/V\.'C/V\
1032,ele,ele,PRO:pers:suj:3:femi:sg,6,174,Prn,Prn$,elle,'/V\.C/(e)\
1033,n,n,PRO:clit,6,174,Neg,Neg$$,ne,C/\
1034,aura,aura,VER:futu:3:sg,6,174,Vfin,Vfin,avoir,/V\.'C/V\
1035,autre,autre,ADJ:obj:masc:sg,6,174,Adj,Adj,autre,'/V\.C/(e)\
1036,mire,mire,NOM:obj:masc:sg,6,174,N,N,,'C/V\.C/(e)\
1037,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\
1038,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn,vous,C/V\
1039,.,.,PON,6,174,Pnc,Pnc,,
1040,"""","""",PON:cit,6,175,Pnc,Pnc,,
1041,et,et,CON:coord,6,175,Crd,Crd,et,/V\
1042,donques,donques,ADV,6,175,Adv,Adv,donc,'C/V\.C/e\
1043,la,la,PRO:pers:acc:3:femi:sg,6,175,Prn,Prn$$,le,C/V\
1044,porta,porta,VER:simp:3:sg,6,175,Vfin,Vfin,porter,C/V\.'C/V\
1045,la,la,DET:def:suj:femi:sg,6,175,Det,Det,le,C/V\
1046,dite,dite,VER:pper:femi:sg,6,175,Vpp,Vpp,dire,'C/V\.C/(e)\
1047,marguerite,marguerite,NPR:suj:femi:sg,6,175,N,N,,C/V\.C/V\.'C/V\.C/(e)\
1048,sa,sa,DET:poss:suj:femi:sg,6,175,Det,Det,son4,C/V\
1049,femme,femme,NOM:suj:femi:sg,6,175,N,N,,'C/V\.C/(e)\
