wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified
27,6,1,n,n,PRO:clit,6,Neg,Neg$$,ne1,C/\
28,6,2,en,en,PRO:clit,6,Prn,Prn$$,en2,/V\
29,6,3,ait,ait,VER:subp:3:sg,6,Vfin,Vfin,avoir1,/V\
30,6,4,dolor,dolor,NOM:obj:femi:sg,6,N,N,,C/V\.'C/V\
31,6,5,ja,ja,ADV,6,Adv,Adv,jà,C/V\
32,6,6,tant,tant,ADV,6,QIs,QIs,tant,C/V\
33,6,7,n,n,PRO:clit,6,Neg,Neg$$,ne1,C/\
34,6,8,iert,iert,VER:futu:3:sg,6,Vfin,Vfin,être1|ester,/V\
35,6,9,dure,dure,ADJ:suj:femi:sg,6,Adj,Adj,dur,'C/V\.C/(e)\
36,7,1,pour,pour,PRE,7,Pre,Pre,pour,C/V\
37,7,2,quoi,quoi,PRO:invar,7,Qux,Qux,que,C/V\
38,7,3,il,il,PRO:pers:suj:3:masc:sg:unb,7,Prn,Prn$,3p,/V\
39,7,4,ait,ait,VER:subp:3:sg,7,Vfin,Vfin,avoir1,/V\
40,7,5,entendement,entendement,NOM:obj:masc:sg,7,N,N,,/V\.C/V\.C/e\.'C/V\
41,8,1,au,au,PREDET:a:obj:masc:sg,8,Pre+Det,Pre+Det,à+le,/V\
42,8,2,roi,roi,NOM:obj:masc:sg,8,N,N,,C/V\
43,8,3,del,del,PREDET:de:obj:masc:sg,8,Pre+Det,Pre+Det,de+le,C/V\
44,8,4,ciel,ciel,NOM:obj:masc:sg,8,N,N,,C/V\
45,8,5,omnipotent,omnipotent,ADJ:obj:masc:sg,8,Adj,Adj,,/V\.C/V\.C/V\.'C/V\
46,9,1,la,la,DET:def:obj:femi:sg,9,Det,Det,le,C/V\
47,9,2,lestreure,lestreure,NOM:obj:femi:sg,9,N,N,,C/V\.C/(V)\.'/V\.C/(e)\
48,9,3,vous,vous,PRO:pers:2:pl,9,Prn,Prn$$,2pp,C/V\
49,9,4,ai,ai,VER:pres:1:sg,9,Vfin,Vfin,avoir1,/V\
50,9,5,dite,dite,VER:pper:femi:sg,9,Vpp,Vpp,dire,'C/V\.C/(e)\
51,10,1,que,que,PROCON,10,Sub,Sub,que,C/(e)\
52,10,2,raconte,raconte,VER:pres:3:sg,10,Vfin,Vfin,raconter,C/V\.'C/V\.C/(e)\
53,10,3,l,l',DET:def:suj:masc:sg,10,Det,Det,le,C/\
54,10,4,esvangelistre,esvangelistre,NOM:suj:masc:sg,10,N,N,,/V\.C/V\.C/e\.'C/V\.C/(e)\
55,11,1,mes,més,CON:subord,11,Crd,Crd,mais1,C/V\
56,11,2,ne,ne,PRO:clit,11,Neg,Neg$$,ne1,C/(e)\
57,11,3,seusmes,seusmes,VER:simp:1:pl,11,Vfin,Vfin,savoir,C/(V)\.'/V\.C/e\
58,11,4,que,que,PROCON,11,Qux,Qux,que,C/(e)\
59,11,5,monta,monta,VER:simp:3:sg,11,Vfin,Vfin,monter,C/V\.'C/V\
60,12,1,se,se,PROCON,12,Sub,Sub,si3,C/(e)\
61,12,2,bien,bien,ADV,12,Adv,Adv,bien,C/V\
62,12,3,vous,vous,PRO:pers:2:pl,12,Prn,Prn$$,2pp,C/V\
63,12,4,plest,plest,VER:pres:3:sg,12,Vfin,Vfin,plaire,C/V\
64,12,5,si,si,PROCON,12,Adv,Adv,si4,C/V\
65,12,6,l,l',PRO:pers:obj:3:masc:sg:unb,12,Prn,Prn$$,3p,C/\
66,12,7,orez,orez,VER:futu:2:pl,12,Vfin,Vfin,ouïr,/V\.'C/V\
67,12,8,ja,ja,ADV,12,Adv,Adv,jà,C/V\
68,13,1,la,la,DET:def:suj:femi:sg,13,Det,Det,le,C/V\
69,13,2,feste,feste,NOM:suj:femi:sg,13,N,N,,'C/V\.C/(e)\
70,13,3,aus,aus,PREDET:a:obj:masc:pl,13,Pre+Det,Pre+Det,à+le,/V\
71,13,4,juis,juis,NOM:obj:masc:pl,13,N,N,,C/V\.'C/V\
72,13,5,aprismot,aprismot,VER:impf:3:sg,13,Vfin,Vfin,,/V\.C/V\.'C/V\
73,14,1,ce,ce,PRO:invar,14,Prn,Prn,ce1,C/(e)\
74,14,2,dit,dit,VER:pres:3:sg,14,Vfin,Vfin,dire,C/V\
75,14,3,li,li,DET:def:suj:masc:sg,14,Det,Det,le,C/V\
76,14,4,livres,livres,NOM:suj:masc:sg,14,N,N,,'C/V\.C/e\
77,14,5,mot,mot,NOM:obj:masc:sg,14,N,N,,C/V\
78,14,6,a,a,PRE,14,Pre,Pre,à,/V\
79,14,7,mot,mot,NOM:obj:masc:sg,14,N,N,,C/V\
80,15,1,qui,qui,PROCON,15,Qux,Qux,qui,C/V\
81,15,2,pasques,pasques,NOM:suj:femi:sg,15,N,N,,'C/V\.C/e\
82,15,3,estoit,estoit,VER:impf:3:sg,15,Vfin,Vfin,être1|ester,/V\.'C/V\
83,15,4,apelee,apelee,VER:pper:femi:sg,15,Vpp,Vpp,appeler,/V\.C/e\.'C/V\./(e)\
84,16,1,sus,sus,ADV,16,PrA,PrA,sus,C/V\
85,16,2,toute,toute,DET:ind:obj:femi:sg,16,QIs,QIs,tout,'C/V\.C/(e)\
86,16,3,riens,riens,ADV,16,N,N,rien,C/V\
87,16,4,estoit,estoit,VER:impf:3:sg,16,Vfin,Vfin,être1|ester,/V\.'C/V\
88,16,5,gardee,gardee,VER:pper:femi:sg,16,Vpp,Vpp,garder,C/V\.'C/V\./(e)\
89,17,1,li,li,DET:def:suj:masc:pl,17,Det,Det,le,C/V\
90,17,2,mestre,mestre,NOM:suj:masc:pl,17,N,N,,'C/V\.C/(e)\
91,17,3,prince,prince,NOM:suj:masc:pl,17,N,N,,'C/V\.C/(e)\
92,17,4,de,de,PRE,17,Pre,Pre,de,C/(e)\
93,17,5,la,la,DET:def:obj:femi:sg,17,Det,Det,le,C/V\
94,17,6,loi,loi,NOM:obj:femi:sg,17,N,N,,C/V\
95,18,1,qui,qui,PROCON,18,Qux,Qux,qui,C/V\
96,18,2,n,n,PRO:clit,18,Neg,Neg$$,ne1,C/\
97,18,3,ont,ont,VER:pres:3:pl,18,Vfin,Vfin,avoir1,/V\
98,18,4,cure,cure,NOM:obj:femi:sg,18,N,N,,'C/V\.C/(e)\
99,18,5,de,de,PRE,18,Pre,Pre,de,C/(e)\
100,18,6,dieu,dieu,NOM:obj:masc:sg,18,N,N,,C/V\
101,18,7,le,le,DET:def:obj:masc:sg,18,Det,Det,le,C/(e)\
102,18,8,roi,roi,NOM:obj:masc:sg,18,N,N,,C/V\
103,19,1,et,et,CON:coord,19,Crd,Crd,et,/V\
104,19,2,li,li,DET:def:suj:masc:pl,19,Det,Det,le,C/V\
105,19,3,provoire,provoire,NOM:suj:masc:pl,19,N,N,,C/V\.'C/V\.C/(e)\
106,19,4,et,et,CON:coord,19,Crd,Crd,et,/V\
107,19,5,tuit,tuit,DET:ind:suj:masc:pl,19,QIs,QIs,tout,C/V\
108,19,6,li,li,DET:def:suj:masc:pl,19,Det,Det,le,C/V\
109,19,7,mestre,mestre,NOM:suj:masc:pl,19,N,N,,'C/V\.C/(e)\
110,20,1,querent,querent,VER:pres:3:pl,20,Vfin,Vfin,quérir,'C/V\.C/e\
111,20,2,moult,moult,ADV,20,QIs,QIs,moult,C/V\
112,20,3,destre,destre,ADJ:obj:masc:sg,20,Adj,Adj,dextre,'C/V\.C/(e)\
113,20,4,et,et,CON:coord,20,Crd,Crd,et,/V\
114,20,5,senestre,senestre,ADJ:obj:masc:sg,20,Adj,Adj,senestre,C/V\.'C/V\.C/(e)\
115,21,1,comment,comment,ADV,21,Qux,Qux,comment,C/V\.'C/V\
116,21,2,peussent,peussent,VER:subi:3:pl,21,Vfin,Vfin,pouvoir2,C/(V)\.'/V\.C/e\
117,21,3,jhesum,jhesum,NPR:obj:masc:sg,21,N,N,,C/V\.'C/V\
118,21,4,prendre,prendre,VER:infi,21,Vinf,Vinf,prendre,'C/V\.C/(e)\
119,22,1,et,et,CON:coord,22,Crd,Crd,et,/V\
120,22,2,par,par,PRE,22,Pre,Pre,par1,C/V\
121,22,3,boidie,boidie,NOM:obj:femi:sg,22,N,N,,C/V\.'C/V\./(e)\
122,22,4,en,en,PRE,22,Pre,Pre,en1,/V\
123,22,5,la,la,DET:def:obj:femi:sg,22,Det,Det,le,C/V\
124,22,6,croiz,croiz,NOM:obj:femi:sg,22,N,N,,C/V\
125,22,7,pendre,pendre,VER:infi,22,Vinf,Vinf,pendre,'C/V\.C/(e)\
126,23,1,chiés,chiés,PRE,23,Pre,Pre,chez,C/V\
127,23,2,l,l',DET:def:obj:masc:sg,23,Det,Det,le,C/\
128,23,3,evesque,evesque,NOM:obj:masc:sg,23,N,N,,/V\.'C/V\.C/(e)\
129,23,4,sont,sont,VER:pres:3:pl,23,Vfin,Vfin,être1|ester,C/V\
130,23,5,assemblé,assemblé,VER:pper:masc:sg,23,Vpp,Vpp,assembler,/V\.C/V\.'C/V\
131,24,1,qui,qui,PROCON,24,Qux,Qux,qui,C/V\
132,24,2,kaiphas,kaiphas,NPR:suj:masc:sg,24,N,N,,C/V\.C/V\.'C/V\
133,24,3,iert,iert,VER:impf:3:sg,24,Vfin,Vfin,être1|ester,/V\
134,24,4,apelé,apelé,VER:pper:masc:sg,24,Vpp,Vpp,appeler,/V\.C/e\.'C/V\
135,25,1,ilecques,ilecques,ADV,25,Adv,Adv,illuec,/V\.'C/V\.C/e\
136,25,2,fu,fu,VER:simp:3:sg,25,Vfin,Vfin,être1|ester,C/V\
137,25,3,conseil,conseil,NOM:suj:masc:sg,25,N,N,,C/V\.'C/V\
138,25,4,tenu,tenu,VER:pper:masc:sg,25,Vpp,Vpp,tenir,C/V\.'C/V\
139,26,1,la,la,DET:def:suj:femi:sg,26,Det,Det,le,C/V\
140,26,2,parole,parole,NOM:suj:femi:sg,26,N,N,,C/V\.'C/V\.C/(e)\
141,26,3,fu,fu,VER:simp:3:sg,26,Vfin,Vfin,être1|ester,C/V\
142,26,4,de,de,PRE,26,Pre,Pre,de,C/(e)\
143,26,5,jhesu,jhesu,NPR:obj:masc:sg,26,N,N,,C/V\.'C/V\
144,27,1,com,com,CON:subord,27,Sub,Sub,comme,C/V\
145,27,2,faitement,faitement,ADV,27,Adv,Adv,,C/V\.C/e\.'C/V\
146,27,3,le,le,PRO:pers:obj:3:masc:sg:unb,27,Prn,Prn$$,3p,C/(e)\
147,27,4,trairoient,trairoient,VER:cond:3:pl,27,Vfin,Vfin,trahir,C/V\.C/V\.'C/V\./e\
148,28,1,pour,pour,PRE,28,Pre,Pre,pour,C/V\
149,28,2,les,les,DET:def:obj:femi:pl,28,Det,Det,le,C/V\
150,28,3,torbes,torbes,NOM:obj:femi:pl,28,N,N,,'C/V\.C/e\
151,28,4,que,que,PROCON,28,Qux,Qux,que,C/(e)\
152,28,5,il,il,PRO:pers:suj:3:masc:pl,28,Prn,Prn$,3p,/V\
153,28,6,cremoient,cremoient,VER:impf:3:pl,28,Vfin,Vfin,craindre,C/V\.'C/V\./e\
154,29,1,ce,ce,PRO:invar,29,Prn,Prn,ce1,C/(e)\
155,29,2,dient,dient,VER:pres:3:pl,29,Vfin,Vfin,dire,'C/V\./e\
156,29,3,tuit,tuit,PRO:ind:suj:masc:pl,29,QIs,QIs,tout,C/V\
157,29,4,"""","""",PON:cit,29,Pnc,Pnc,,
158,29,5,lessiez,lessiez,VER:impe:2:pl,29,Vfin,Vfin,laisser,C/V\.C/<V>\.'/V\
159,29,6,aler,aler,VER:infi,29,Vinf,Vinf,aller,/V\.'C/V\
160,30,1,puis,puis,ADV,30,PrA,PrA,puis,C/V\
161,30,2,en,en,PRO:clit,30,Prn,Prn$$,en2,/V\
162,30,3,porrommes,porrommes,VER:futu:1:pl,30,Vfin,Vfin,pouvoir2,C/V\.'C/V\.C/e\
163,30,4,mieuz,mieuz,ADV,30,Adv,Adv,mieux,C/V\
164,30,5,parler,parler,VER:infi,30,Vinf,Vinf,parler,C/V\.'C/V\
165,31,1,ceus,ceus,PRO:demo:obj:masc:pl,31,Dem,Dem,cil,C/V\
166,31,2,qui,qui,PROCON,31,Qux,Qux,qui,C/V\
167,31,3,venu,venu,VER:pper:masc:sg,31,Vpp,Vpp,venir,C/V\.'C/V\
168,31,4,sont,sont,VER:pres:3:pl,31,Vfin,Vfin,être1|ester,C/V\
169,31,5,a,a,PRE,31,Pre,Pre,à,/V\
170,31,6,la,la,DET:def:obj:femi:sg,31,Det,Det,le,C/V\
171,31,7,feste,feste,NOM:obj:femi:sg,31,N,N,,'C/V\.C/(e)\
172,32,1,tost,tost,ADV,32,Adv,Adv,tôt,C/V\
173,32,2,em,em,PRO:clit,32,Prn,Prn$$,en2,/V\
174,32,3,porroit,porroit,VER:cond:3:sg,32,Vfin,Vfin,pouvoir2,C/V\.'C/V\
175,32,4,issir,issir,VER:infi,32,Vinf,Vinf,issir,/V\.'C/V\
176,32,5,moleste,moleste,NOM:suj:femi:sg,32,Adj,Adj,,C/V\.'C/V\.C/(e)\
177,32,6,"""","""",PON:cit,32,Pnc,Pnc,,
178,33,1,li,li,DET:def:suj:masc:sg,33,Det,Det,le,C/V\
179,33,2,uns,uns,DET:ndf:suj:masc:sg,33,QIs,QIs,un,/V\
180,33,3,a,a,VER:pres:3:sg,33,Vfin,Vfin,avoir1,/V\
181,33,4,dit,dit,VER:pper:masc:sg,33,Vpp,Vpp,dire,C/V\
182,33,5,"""","""",PON:cit,33,Pnc,Pnc,,
183,33,6,bien,bien,ADV,33,Adv,Adv,bien,C/V\
184,33,7,est,est,VER:pres:3:sg,33,Vfin,Vfin,être1|ester,/V\
185,33,8,isi,isi,ADV,33,Adv,Adv,issi,/V\.'C/V\
186,33,9,"""","""",PON:cit,33,Pnc,Pnc,,
187,34,1,chascuns,chascuns,PRO:ind:suj:masc:sg,34,QIs,QIs,chacun,C/V\.'C/V\
188,34,2,des,des,PREDET:de:obj:masc:pl,34,Pre+Det,Pre+Det,de+le,C/V\
189,34,3,autres,autres,ADJ:obj:masc:pl,34,Adj,Adj,autre,'/V\.C/e\
190,34,4,respondi,respondi,VER:simp:3:sg,34,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\
191,35,1,"""","""",PON:cit,35,Pnc,Pnc,,
192,35,2,issi,issi,ADV,35,Adv,Adv,issi,/V\.'C/V\
193,35,3,le,le,PRO:pers:obj:3:masc:sg:unb,35,Prn,Prn$$,3p,C/(e)\
194,35,4,poons,poons,VER:pres:1:pl,35,Vfin,Vfin,pouvoir2,C/V\.'C/V\
195,35,5,bien,bien,ADV,35,Adv,Adv,bien,C/V\
196,35,6,loer,loer,VER:infi,35,Vinf,Vinf,louer,C/V\.'C/V\
197,36,1,et,et,CON:coord,36,Crd,Crd,et,/V\
198,36,2,tuit,tuit,PRO:ind:suj:masc:pl,36,QIs,QIs,tout,C/V\
199,36,3,ensemble,ensemble,ADV,36,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\
200,36,4,acreanter,acreanter,VER:infi,36,Vinf,Vinf,,/V\.C/V\.C/V\.'C/V\
201,36,5,"""","""",PON:cit,36,Pnc,Pnc,,
202,37,1,cel,cel,DET:demo:obj:masc:sg,37,Dem,Dem,cil,C/V\
203,37,2,jor,jor,NOM:obj:masc:sg,37,N,N,,C/V\
204,37,3,que,que,PROCON,37,Qux,Qux,que,C/(e)\
205,37,4,dieus,dieus,NOM:suj:masc:sg,37,N,N,,C/V\
206,37,5,fu,fu,VER:simp:3:sg,37,Vfin,Vfin,être1|ester,C/V\
207,37,6,la,la,ADV,37,Adv,Adv,là,C/V\
208,37,7,venuz,venuz,VER:pper:masc:pl,37,Vpp,Vpp,venir,C/V\.'C/V\
209,38,1,et,et,CON:coord,38,Crd,Crd,et,/V\
210,38,2,a,a,PRE,38,Pre,Pre,à,/V\
211,38,3,cel,cel,DET:demo:obj:femi:sg,38,Dem,Dem,cil,C/V\
212,38,4,feste,feste,NOM:obj:femi:sg,38,N,N,,'C/V\.C/(e)\
213,38,5,receuz,receuz,VER:pper:masc:pl,38,Vpp,Vpp,recevoir,C/V\.C/(V)\.'/V\
214,39,1,fu,fu,VER:simp:3:sg,39,Vfin,Vfin,être1|ester,C/V\
215,39,2,li,li,DET:def:suj:masc:sg,39,Det,Det,le,C/V\
216,39,3,peuples,peuples,NOM:suj:masc:sg,39,N,N,,'C/V\.C/e\
217,39,4,en,en,PRE,39,Pre,Pre,en1,/V\
218,39,5,tel,tel,ADJ:obj:masc:sg,39,Adj,Adj,tel,C/V\
219,39,6,esfroi,esfroi,NOM:obj:masc:sg,39,N,N,,/V\.'C/V\
220,40,1,par,par,PRE,40,Pre,Pre,par1,C/V\
221,40,2,les,les,DET:def:obj:masc:pl,40,Det,Det,le,C/V\
222,40,3,menistres,menistres,NOM:obj:masc:pl,40,N,N,,C/V\.'C/V\.C/e\
223,40,4,de,de,PRE,40,Pre,Pre,de,C/(e)\
224,40,5,la,la,DET:def:obj:femi:sg,40,Det,Det,le,C/V\
225,40,6,loi,loi,NOM:obj:femi:sg,40,N,N,,C/V\
226,41,1,que,que,PROCON,41,Sub,Sub,que,C/(e)\
227,41,2,cil,cil,PRO:demo:suj:masc:pl,41,Dem,Dem,cil,C/V\
228,41,3,qui,qui,PROCON,41,Qux,Qux,qui,C/V\
229,41,4,conjoui,conjoui,VER:pper:masc:sg,41,Vpp,Vpp,conjouir,C/V\.C/V\.'C/V\
230,41,5,l,l',PRO:pers:obj:3:masc:sg:unb,41,Prn,Prn$$,3p,C/\
231,41,6,avoient,avoient,VER:impf:3:pl,41,Vfin,Vfin,avoir1,/V\.'C/V\./e\
232,42,1,le,le,DET:def:obj:masc:sg,42,Det,Det,le,C/(e)\
233,42,2,soir,soir,NOM:obj:masc:sg,42,N,N,,C/V\
234,42,3,herbergier,herbergier,VER:infi,42,Vinf,Vinf,,C/V\.C/V\.'C/V\
235,42,4,ne,ne,PRO:clit,42,Neg,Neg$$,ne1,C/(e)\
236,42,5,l,l',PRO:pers:obj:3:masc:sg:unb,42,Prn,Prn$$,3p,C/\
237,42,6,vouloient,vouloient,VER:impf:3:pl,42,Vfin,Vfin,vouloir,C/V\.'C/V\./e\
238,43,1,ains,ains,ADV,43,Crd,Crd,ains,/V\
239,43,2,s,s,PROCON,43,Prn,Prn$$,soi,C/\
240,43,3,en,en,PRO:clit,43,Prn,Prn$$,en2,/V\
241,43,4,issi,issi,VER:simp:3:sg,43,Vfin,Vfin,issir,/V\.'C/V\
242,43,5,de,de,PRE,43,Pre,Pre,de,C/(e)\
243,43,6,la,la,DET:def:obj:femi:sg,43,Det,Det,le,C/V\
244,43,7,cite,cité,NOM:obj:femi:sg,43,N,N,,C/V\.'C/V\
245,44,1,lui,lui,PRO:pers:suj:3:masc:sg:unb,44,Prn,Prn,3p,C/V\
246,44,2,et,et,CON:coord,44,Crd,Crd,et,/V\
247,44,3,sa,sa,DET:poss:suj:femi:sg,44,Det,Det,son4,C/V\
248,44,4,gent,gent,NOM:suj:femi:sg,44,N,N,,C/V\
249,44,5,forment,forment,ADV,44,Adv,Adv,fortement,C/V\.'C/V\
250,44,6,lassé,lassé,VER:pper:masc:sg,44,Vpp,Vpp,lasser,C/V\.'C/V\
251,45,1,li,li,DET:def:suj:masc:pl,45,Det,Det,le,C/V\
252,45,2,deciple,deciple,NOM:suj:masc:pl,45,N,N,,C/V\.'C/V\.C/(e)\
253,45,3,si,si,PROCON,45,Adv,Adv,si4,C/V\
254,45,4,orent,orent,VER:simp:3:pl,45,Vfin,Vfin,avoir1,'/V\.C/e\
255,45,5,fain,fain,NOM:obj:femi:sg,45,N,N,,C/V\
256,46,1,de,de,PRE,46,Pre,Pre,de,C/(e)\
257,46,2,jeuner,jeuner,VER:infi,46,Vinf,Vinf,,C/(V)\./V\.'C/V\
258,46,3,furent,furent,VER:simp:3:pl,46,Vfin,Vfin,être1|ester,'C/V\.C/e\
259,46,4,tuit,tuit,PRO:ind:suj:masc:pl,46,QIs,QIs,tout,C/V\
260,46,5,vain,vain,ADJ:suj:masc:pl,46,Adj,Adj,,C/V\
261,47,1,de,de,PRE,47,Pre,Pre,de,C/(e)\
262,47,2,jerusalem,jerusalem,NPR:obj:masc:sg,47,N,N,,C/V\.C/V\.C/V\.'C/V\
263,47,3,s,s,PROCON,47,Prn,Prn$$,soi,C/\
264,47,4,en,en,PRO:clit,47,Prn,Prn$$,en2,/V\
265,47,5,issirent,issirent,VER:simp:3:pl,47,Vfin,Vfin,issir,/V\.'C/V\.C/e\
266,48,1,un,un,DET:ndf:obj:masc:sg,48,QIs,QIs,un,/V\
267,48,2,figier,figier,NOM:obj:masc:sg,48,N,N,,C/V\.'C/V\
268,48,3,devant,devant,PRE,48,PrA,PrA,devant,C/V\.'C/V\
269,48,4,eus,eus,PRO:pers:acc:3:masc:pl:bet,48,Prn,Prn,3p,/V\
270,48,5,choisirent,choisirent,VER:simp:3:pl,48,Vfin,Vfin,,C/V\.'C/V\.C/e\
271,49,1,cele,cele,DET:demo:obj:femi:sg,49,Dem,Dem,cil,'C/V\.C/(e)\
272,49,2,part,part,NOM:obj:femi:sg,49,N,N,,C/V\
273,49,3,pristrent,pristrent,VER:simp:3:pl,49,Vfin,Vfin,prendre,'C/V\.C/e\
274,49,4,a,a,PRE,49,Pre,Pre,à,/V\
275,49,5,aler,aler,VER:infi,49,Vinf,Vinf,aller,/V\.'C/V\
276,50,1,el,el,PREDET:en:obj:masc:sg,50,Pre+Det,Pre+Det,en1+le,/V\
277,50,2,figier,figier,NOM:obj:masc:sg,50,N,N,,C/V\.'C/V\
278,50,3,cuidierent,cuidierent,VER:simp:3:pl,50,Vfin,Vfin,cuider,C/V\.'C/V\.C/e\
279,50,4,trouver,trouver,VER:infi,50,Vinf,Vinf,trouver,C/V\.'C/V\
280,51,1,fruit,fruit,NOM:obj:masc:sg,51,N,N,,C/V\
281,51,2,qu,qu,PROCON,51,Qux,Qux,que,C/\
282,51,3,aucun,aucun,PRO:ind:suj:masc:sg,51,QIs,QIs,aucun,/V\.'C/V\
283,51,4,d,d',PRE,51,Pre,Pre,de,C/\
284,51,5,eus,eus,PRO:pers:acc:3:masc:pl:bet,51,Prn,Prn,3p,/V\
285,51,6,peust,peust,VER:subi:3:sg,51,Vfin,Vfin,pouvoir2,C/(V)\.'/V\
286,51,7,mengier,mengier,VER:infi,51,Vinf,Vinf,manger,C/V\.'C/V\
287,52,1,pour,pour,PRE,52,Pre,Pre,pour,C/V\
288,52,2,leur,leur,DET:poss:obj:femi:sg,52,Det,Det,leur2,C/V\
289,52,3,grant,grant,ADJ:obj:femi:sg,52,Adj,Adj,grand,C/V\
290,52,4,mesese,mesese,NOM:obj:femi:sg,52,N,N,,C/V\.'C/V\.C/(e)\
291,52,5,estanchier,estanchier,VER:infi,52,Vinf,Vinf,,/V\.C/V\.'C/V\
292,53,1,mes,més,CON:subord,53,Crd,Crd,mais1,C/V\
293,53,2,onques,onques,ADV,53,Adv,Adv,onques,'/V\.C/e\
294,53,3,n,n,PRO:clit,53,Neg,Neg$$,ne1,C/\
295,53,4,i,i,PRO:clit,53,Prn,Prn$$,y,/V\
296,53,5,trouverent,trouverent,VER:simp:3:pl,53,Vfin,Vfin,trouver,C/V\.'C/V\.C/e\
297,53,6,rien,rien,ADV,53,N,N,rien,C/V\
298,54,1,fors,fors,ADV,54,PrA,PrA,hors,C/V\
299,54,2,fueilles,fueilles,NOM:obj:femi:pl,54,N,N,,'C/V\.C/e\
300,54,3,dont,dont,PRO:invar,54,Qux,Qux,dont,C/V\
301,54,4,fu,fu,VER:simp:3:sg,54,Vfin,Vfin,être1|ester,C/V\
302,54,5,chargié,chargié,VER:pper:masc:sg,54,Vpp,Vpp,,C/V\.'C/V\
303,54,6,bien,bien,ADV,54,Adv,Adv,bien,C/V\
304,55,1,"""","""",PON:cit,55,Pnc,Pnc,,
305,55,2,maleoiz,maleoiz,ADJ:suj:masc:sg,55,Adj,Adj,,C/V\.C/(V)\.'/V\
306,55,3,soit,soit,VER:subp:3:sg,55,Vfin,Vfin,être1|ester,C/V\
307,55,4,"""","""",PON:cit,55,Pnc,Pnc,,
308,55,5,dient,dient,VER:pres:3:pl,55,Vfin,Vfin,dire,'C/V\./e\
309,55,6,il,il,PRO:pers:suj:3:masc:pl,55,Prn,Prn%,3p,/V\
310,55,7,tuit,tuit,PRO:ind:suj:masc:pl,55,QIs,QIs,tout,C/V\
311,56,1,"""","""",PON:cit,56,Pnc,Pnc,,
312,56,2,li,li,DET:def:suj:masc:sg,56,Det,Det,le,C/V\
313,56,3,arbre,arbre,NOM:suj:masc:sg,56,N,N,,'/V\.C/(e)\
314,56,4,qui,qui,PROCON,56,Qux,Qux,qui,C/V\
315,56,5,ne,ne,PRO:clit,56,Neg,Neg$$,ne1,C/(e)\
316,56,6,porte,porte,VER:pres:3:sg,56,Vfin,Vfin,porter,'C/V\.C/(e)\
317,56,7,fruit,fruit,NOM:obj:masc:sg,56,N,N,,C/V\
318,56,8,"""","""",PON:cit,56,Pnc,Pnc,,
319,57,1,jhesus,jhesus,NPR:suj:masc:sg,57,N,N,,C/V\.'C/V\
320,57,2,crist,crist,NPR:suj:masc:sg,57,N,N,,C/V\
321,57,3,et,et,CON:coord,57,Crd,Crd,et,/V\
