wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,syllabified,lemma
153,23,6,rienz,rienz,23,N,N,C/V\,rien
154,23,7,ne,ne,23,Neg,Neg$$,C/(e)\,ne
155,23,8,facent,facent,23,Vfin,Vfin,'C/V\.C/e\,faire
156,24,1,Fors,fors,24,PrA,PrA,C/V\,hors
157,24,2,que,que,24,Sub,Sub,C/(e)\,que
158,24,3,l',l',24,Det,Det,C/\,le
159,24,4,anui,anui,24,N,N,/V\.'C/V\,ennui
160,24,5,des,des,24,Pre+Det,Pre+Det,C/V\,de.le
161,24,6,cuers,cuers,24,N,N,C/V\,coeur
162,24,7,enchacent,enchacent,24,Vfin,Vfin,/V\.'C/V\.C/e\,enchasser
163,24,8,",",",",24,Pnc,Pnc,,","
164,25,1,Par,par,25,Pre,Pre,C/V\,par
165,25,2,leurs,leurs,25,Det,Det,C/V\,leur
166,25,3,contes,contes,25,N,N,'C/V\.C/e\,conte
167,25,4,et,et,25,Crd,Crd,/V\,et
168,25,5,par,par,25,Pre,Pre,C/V\,par
169,25,6,leurs,leurs,25,Det,Det,C/V\,leur
170,25,7,fables,fables,25,N,N,'C/V\.C/e\,fable
171,25,8,;,;,25,Pnc,Pnc,,;
172,26,1,Mez,mez,26,Crd,Crd,C/V\,mais
173,26,2,en,en,26,Prn,Prn$$,/V\,en
174,26,3,doit,doit,26,Vfin,Vfin,C/V\,devoir
175,26,4,chosez,chosëz,26,N,N,'C/V\.C/e\,chose
176,26,5,pourfitables,pourfitables,26,Adj,Adj,C/V\.C/V\.'C/V\.C/e\,profitable
177,26,6,",",",",26,Pnc,Pnc,,","
178,27,1,Et,et,27,Crd,Crd,/V\,et
179,27,2,qui,qui,27,Qux,Qux,C/V\,qui
180,27,3,lez,lëz,27,Det,Det,C/e\,le
181,27,4,cuers,cuers,27,N,N,C/V\,coeur
182,27,5,des,des,27,Pre+Det,Pre+Det,C/V\,de.le
183,27,6,genz,genz,27,N,N,C/V\,gent
184,27,7,esmuevent,esmuevent,27,Vfin,Vfin,/V\.'C/V\.C/e\,émouvoir
185,28,1,A,a,28,Pre,Pre,/V\,à
186,28,2,bien,bien,28,Adv,Adv,C/V\,bien
187,28,3,fere,fere,28,Vinf,Vinf,'C/V\.C/(e)\,faire
188,28,4,",",",",28,Pnc,Pnc,,","
189,28,5,quant,quant,28,Sub,Sub,C/V\,quand
190,28,6,il,il,28,Prn,Prn$,/V\,il
191,28,7,lez,lëz,28,Prn,Prn$$,C/e\,le
192,28,8,truevent,truevent,28,Vfin,Vfin,'C/V\.C/e\,trouver
193,28,9,",",",",28,Pnc,Pnc,,","
194,29,1,Plus,plus,29,Adv,Adv,C/V\,plus
195,29,2,deligemment,deligemment,29,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,diligemment
196,29,3,escouter,escouter,29,Vinf,Vinf,/V\.C/V\.'C/V\,écouter
197,30,1,Pour,pour,30,Pre,Pre,C/V\,pour
198,30,2,soi,soi,30,Prn,Prn,C/V\,soi
199,30,3,en,en,30,Pre,Pre,/V\,en
200,30,4,bonnes,bonnes,30,Adj,Adj,'C/V\.C/e\,bon
201,30,5,meurs,meurs,30,N,N,C/V\,moeurs
202,30,6,monter,monter,30,Vinf,Vinf,C/V\.'C/V\,monter
203,30,7,;,;,30,Pnc,Pnc,,;
204,31,1,Quer,quer,31,Crd,Crd,C/V\,car
205,31,2,",",",",31,Pnc,Pnc,,","
206,31,3,avec,avec,31,PrA,PrA,/V\.'C/V\,avec
207,31,4,le,le,31,Det,Det,C/(e)\,le
208,31,5,bon,bon,31,Adj,Adj,C/V\,bon
209,31,6,examplaire,examplaire,31,N,N,/V\.C/V\.'C/V\.C/(e)\,exemplaire
210,32,1,Qu',qu',32,Qux,Qux,C/\,que
211,32,2,en,en,32,Prn,Prn$$,/V\,en
212,32,3,i,i,32,Prn,Prn$$,/V\,y
213,32,4,ot,ot,32,Vfin,Vfin,/V\,avoir
214,32,5,",",",",32,Pnc,Pnc,,","
215,32,6,doit,doit,32,Vfin,Vfin,C/V\,devoir
216,32,7,miex,miex,32,Adv,Adv,C/V\,mieux
217,32,8,aussi,aussi,32,Adv,Adv,/V\.'C/V\,aussi
218,32,9,plaire,plaire,32,Vinf,Vinf,'C/V\.C/(e)\,plaire
219,33,1,Chose,chose,33,N,N,'C/V\.C/(e)\,chose
220,33,2,qui,qui,33,Qux,Qux,C/V\,qui
221,33,3,est,est,33,Vfin,Vfin,/V\,être
222,33,4,vraie,vraie,33,Adj,Adj,'C/V\./(e)\,vrai
223,33,5,prouvee,prouvee,33,Vpp,Vpp,C/V\.'C/V\./(e)\,prouver
224,34,1,C',c',34,Sub,Sub,C/\,que
225,34,2,unne,unne,34,QIs,QIs,'/V\.C/(e)\,un
226,34,3,mençonge,mençonge,34,N,N,C/V\.'C/V\.C/(e)\,mensonge
227,34,4,controuvee,controuvee,34,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,controuver
228,34,5,.,.,34,Pnc,Pnc,,.
229,35,1,Pour,pour,35,Pre,Pre,C/V\,pour
230,35,2,ce,ce,35,Prn,Prn,C/(e)\,ce
231,35,3,m',m',35,Prn,Prn$$,C/\,me
232,35,4,est,est,35,Vfin,Vfin,/V\,être
233,35,5,il,il,35,Prn,Prn$,/V\,il
234,35,6,volenté,volenté,35,N,N,C/V\.C/V\.'C/V\,volonté
235,35,7,prise,prise,35,Vpp,Vpp,'C/V\.C/(e)\,prendre
236,36,1,Que,que,36,Sub,Sub,C/(e)\,que
237,36,2,je,je,36,Prn,Prn$,C/(e)\,je
238,36,3,vous,vous,36,Prn,Prn$$,C/V\,vous
239,36,4,conpte,conpte,36,Vfin,Vfin,'C/V\.C/(e)\,conter
240,36,5,et,et,36,Crd,Crd,/V\,et
241,36,6,vous,vous,36,Prn,Prn$$,C/V\,vous
242,36,7,devise,devise,36,Vfin,Vfin,C/V\.'C/V\.C/(e)\,deviser
243,36,8,",",",",36,Pnc,Pnc,,","
244,37,1,En,en,37,Pre,Pre,/V\,en
245,37,2,lieu,lieu,37,N,N,C/V\,lieu
246,37,3,de,de,37,Pre,Pre,C/(e)\,de
247,37,4,mençonge,mençonge,37,N,N,C/V\.'C/V\.C/(e)\,mensonge
248,37,5,et,et,37,Crd,Crd,/V\,et
249,37,6,de,de,37,Pre,Pre,C/(e)\,de
250,37,7,fable,fable,37,N,N,'C/V\.C/(e)\,fable
251,37,8,",",",",37,Pnc,Pnc,,","
252,38,1,Une,une,38,QIs,QIs,'/V\.C/(e)\,un
253,38,2,aventure,aventure,38,N,N,/V\.C/V\.'C/V\.C/(e)\,aventure
254,38,3,veritable,veritable,38,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,véritable
255,39,1,Molt,molt,39,QIs,QIs,C/V\,moult
256,39,2,estrange,estrange,39,Adj,Adj,/V\.'C/V\.C/(e)\,étrange
257,39,3,et,et,39,Crd,Crd,/V\,et
258,39,4,molt,molt,39,QIs,QIs,C/V\,moult
259,39,5,merveilleuse,merveilleuse,39,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,merveilleux
260,39,6,.,.,39,Pnc,Pnc,,.
261,40,1,La,la,40,Det,Det,C/V\,le
262,40,2,matire,matire,40,N,N,C/V\.'C/V\.C/(e)\,matière
263,40,3,en,en,40,Prn,Prn$$,/V\,en
264,40,4,est,est,40,Vfin,Vfin,/V\,être
265,40,5,molt,molt,40,QIs,QIs,C/V\,moult
266,40,6,piteuse,piteuse,40,Adj,Adj,C/V\.'C/V\.C/(e)\,piteux
267,40,7,",",",",40,Pnc,Pnc,,","
268,41,1,Et,et,41,Crd,Crd,/V\,et
269,41,2,qui,qui,41,Qux,Qux,C/V\,qui
270,41,3,velt,velt,41,Vfin,Vfin,C/V\,vouloir
271,41,4,le,le,41,Det,Det,C/(e)\,le
272,41,5,fruit,fruit,41,N,N,C/V\,fruit
273,41,6,resgarder,resgarder,41,Vinf,Vinf,C/V\.C/V\.'C/V\,regarder
274,41,7,",",",",41,Pnc,Pnc,,","
275,42,1,Il,il,42,Prn,Prn$,/V\,il
276,42,2,le,le,42,Prn,Prn$$,C/(e)\,le
277,42,3,fet,fet,42,Vfin,Vfin,C/V\,faire
278,42,4,de,de,42,Pre,Pre,C/(e)\,de
279,42,5,mal,mal,42,N,N,C/V\,mal
280,42,6,retarder,retarder,42,Vinf,Vinf,C/V\.C/V\.'C/V\,retarder
281,43,1,Et,et,43,Crd,Crd,/V\,et
282,43,2,molt,molt,43,QIs,QIs,C/V\,moult
283,43,3,li,li,43,Prn,Prn$$,C/V\,li
284,43,4,fet,fet,43,Vfin,Vfin,C/V\,faire
285,43,5,le,le,43,Det,Det,C/(e)\,le
286,43,6,cuer,cuer,43,N,N,C/V\,coeur
287,43,7,atraire,atraire,43,Vinf,Vinf,/V\.'C/V\.C/(e)\,attraire
288,44,1,A,a,44,Pre,Pre,/V\,à
289,44,2,perseverer,perseverer,44,Vinf,Vinf,C/V\.C/V\.C/V\.'C/V\,persévérer
290,44,3,en,en,44,Pre,Pre,/V\,en
291,44,4,bien,bien,44,Adv,Adv,C/V\,bien
292,44,5,faire,faire,44,Vinf,Vinf,'C/V\.C/(e)\,faire
293,44,6,",",",",44,Pnc,Pnc,,","
294,45,1,Sanz,sanz,45,Pre,Pre,C/V\,sans
295,45,2,recroire,recroire,45,Vinf,Vinf,C/V\.'C/V\.C/(e)\,recroire
296,45,3,et,et,45,Crd,Crd,/V\,et
297,45,4,sanz,sanz,45,Pre,Pre,C/V\,sans
298,45,5,repentir,repentir,45,Vinf,Vinf,C/V\.C/V\.'C/V\,repentir
299,46,1,Pour,pour,46,Pre,Pre,C/V\,pour
300,46,2,mal,mal,46,N,N,C/V\,mal
301,46,3,ne,ne,46,Crd,Crd,C/(e)\,ne
302,46,4,pour,pour,46,Pre,Pre,C/V\,pour
303,46,5,tourment,tourment,46,N,N,C/V\.'C/V\,tourment
304,46,6,sentir,sentir,46,Vinf,Vinf,C/V\.'C/V\,sentir
305,46,7,.,.,46,Pnc,Pnc,,.
306,47,1,Ceste,ceste,47,Dem,Dem,'C/V\.C/(e)\,cist
307,47,2,aventure,aventure,47,N,N,/V\.C/V\.'C/V\.C/(e)\,aventure
308,47,3,",",",",47,Pnc,Pnc,,","
309,47,4,c',c',47,Prn,Prn,C/\,ce
310,47,5,est,est,47,Vfin,Vfin,/V\,être
311,47,6,la,la,47,Det,Det,C/V\,le
312,47,7,some,some,47,N,N,'C/V\.C/(e)\,somme
313,47,8,",",",",47,Pnc,Pnc,,","
314,48,1,Oÿ,oÿ,48,Vfin,Vfin,/V\.'C/V\,ouïr
315,48,2,conpter,conpter,48,Vinf,Vinf,C/V\.'C/V\,conter
316,48,3,a,a,48,Pre,Pre,/V\,à
317,48,4,un,un,48,QIs,QIs,/V\,un
318,48,5,preudomme,preudomme,48,N,N,C/V\.'C/V\.C/(e)\,prudhomme
319,49,1,Digne,digne,49,Adj,Adj,'C/V\.C/(e)\,digne
320,49,2,de,de,49,Pre,Pre,C/(e)\,de
321,49,3,foy,foy,49,N,N,C/V\,foi
322,49,4,et,et,49,Crd,Crd,/V\,et
323,49,5,de,de,49,Pre,Pre,C/(e)\,de
324,49,6,creance,creance,49,N,N,C/V\.'C/V\.C/(e)\,créance
325,49,7,",",",",49,Pnc,Pnc,,","
326,50,1,Grant,grant,50,Adj,Adj,C/V\,grand
327,50,2,sires,sires,50,N,N,'C/V\.C/e\,sire
328,50,3,en,en,50,Pre,Pre,/V\,en
329,50,4,la,la,50,Det,Det,C/V\,le
330,50,5,court,court,50,N,N,C/V\,cour
331,50,6,de,de,50,Pre,Pre,C/(e)\,de
332,50,7,France,france,50,N,N,'C/V\.C/(e)\,France
333,50,8,",",",",50,Pnc,Pnc,,","
334,51,1,Sage,sage,51,Adj,Adj,'C/V\.C/(e)\,sage
335,51,2,",",",",51,Pnc,Pnc,,","
336,51,3,riche,riche,51,Adj,Adj,'C/V\.C/(e)\,riche
337,51,4,et,et,51,Crd,Crd,/V\,et
338,51,5,de,de,51,Pre,Pre,C/(e)\,de
339,51,6,grant,grant,51,Adj,Adj,C/V\,grand
340,51,7,value,value,51,N,N,C/V\.'C/V\./(e)\,value
341,51,8,",",",",51,Pnc,Pnc,,","
342,52,1,Si,si,52,Adv,Adv,C/V\,si
343,52,2,en,en,52,Prn,Prn$$,/V\,en
344,52,3,doit,doit,52,Vfin,Vfin,C/V\,devoir
345,52,4,miex,miex,52,Adv,Adv,C/V\,mieux
346,52,5,estre,estre,52,Vinf,Vinf,'/V\.C/(e)\,être
347,52,6,creüe,creue,52,Vpp,Vpp,C/(V)\.'/V\./(e)\,croire
348,52,7,",",",",52,Pnc,Pnc,,","
349,53,1,Qui,qui,53,Qux,Qux,C/V\,qui
350,53,2,me,me,53,Prn,Prn$$,C/(e)\,me
351,53,3,pria,pria,53,Vfin,Vfin,C/V\.'C/V\,prier
352,53,4,que,que,53,Sub,Sub,C/(e)\,que
353,53,5,tant,tant,53,QIs,QIs,C/V\,tant
354,53,6,feïsse,feisse,53,Vfin,Vfin,C/(V)\.'/V\.C/(e)\,faire
355,54,1,Pour,pour,54,Pre,Pre,C/V\,pour
356,54,2,li,li,54,Prn,Prn,C/V\,li
357,54,3,qu',qu',54,Sub,Sub,C/\,que
358,54,4,en,en,54,Pre,Pre,/V\,en
359,54,5,rime,rime,54,N,N,'C/V\.C/(e)\,rime
360,54,6,le,le,54,Prn,Prn$$,C/(e)\,le
361,54,7,meïsse,meisse,54,Vfin,Vfin,C/(V)\.'/V\.C/(e)\,mettre
362,54,8,.,.,54,Pnc,Pnc,,.
363,55,1,Et,et,55,Crd,Crd,/V\,et
364,55,2,je,je,55,Prn,Prn,C/(e)\,je
365,55,3,",",",",55,Pnc,Pnc,,","
366,55,4,pour,pour,55,Pre,Pre,C/V\,pour
367,55,5,sa,sa,55,Det,Det,C/V\,son
368,55,6,volonté,volonté,55,N,N,C/V\.C/V\.'C/V\,volonté
369,55,7,faire,faire,55,Vinf,Vinf,'C/V\.C/(e)\,faire
370,56,1,Et,et,56,Crd,Crd,/V\,et
371,56,2,que,que,56,Sub,Sub,C/(e)\,que
372,56,3,cil,cil,56,Dem,Dem,C/V\,cil
373,56,4,qui,qui,56,Qux,Qux,C/V\,qui
374,56,5,l',l',56,Prn,Prn$$,C/\,le
375,56,6,orront,orront,56,Vfin,Vfin,/V\.'C/V\,ouïr
376,56,7,retraire,retraire,56,Vinf,Vinf,C/V\.'C/V\.C/(e)\,retraire
377,56,8,",",",",56,Pnc,Pnc,,","
378,57,1,Pour,pour,57,Pre,Pre,C/V\,pour
379,57,2,la,la,57,Det,Det,C/V\,le
380,57,3,biauté,biauté,57,N,N,C/V\.'C/V\,beauté
381,57,4,et,et,57,Crd,Crd,/V\,et
382,57,5,l',l',57,Det,Det,C/\,le
383,57,6,acordance,acordance,57,N,N,/V\.C/V\.'C/V\.C/(e)\,accordance
384,58,1,De,de,58,Pre,Pre,C/(e)\,de
385,58,2,la,la,58,Det,Det,C/V\,le
386,58,3,rime,rime,58,N,N,'C/V\.C/(e)\,rime
387,58,4,",",",",58,Pnc,Pnc,,","
388,58,5,i,i,58,Prn,Prn$$,/V\,y
389,58,6,truissent,truissent,58,Vfin,Vfin,'C/V\.C/e\,trouver
390,58,7,plesance,plesance,58,N,N,C/V\.'C/V\.C/(e)\,plaisance
391,58,8,",",",",58,Pnc,Pnc,,","
392,59,1,Me,me,59,Prn,Prn$$,C/(e)\,me
393,59,2,sui,sui,59,Vfin,Vfin,C/V\,être
394,59,3,je,je,59,Prn,Prn$,C/(e)\,je
395,59,4,voulu,voulu,59,Vpp,Vpp,C/V\.'C/V\,vouloir
396,59,5,entremetre,entremetre,59,Vinf,Vinf,/V\.C/e\.'C/V\.C/(e)\,entremettre
397,60,1,De,de,60,Pre,Pre,C/(e)\,de
398,60,2,l',l',60,Det,Det,C/\,le
399,60,3,aventure,aventure,60,N,N,/V\.C/V\.'C/V\.C/(e)\,aventure
400,60,4,en,en,60,Pre,Pre,/V\,en
401,60,5,rime,rime,60,N,N,'C/V\.C/(e)\,rime
402,60,6,metre,metre,60,Vinf,Vinf,'C/V\.C/(e)\,mettre
403,60,7,.,.,60,Pnc,Pnc,,.
404,61,1,Seingneurs,seingneurs,61,N,N,C/V\.'C/V\,seigneur
405,61,2,",",",",61,Pnc,Pnc,,","
406,61,3,or,or,61,Adv,Adv,/V\,or
407,61,4,vous,vous,61,Prn,Prn$,C/V\,vous
408,61,5,veilliéz,veilliez,61,Vfin,Vfin,C/V\.'C/V\,vouloir
409,61,6,tous,tous,61,QIs,QIs,C/V\,tout
410,61,7,taire,taire,61,Vinf,Vinf,'C/V\.C/(e)\,taire
411,61,8,:,:,61,Pnc,Pnc,,:
412,62,1,A,a,62,Pre,Pre,/V\,à
413,62,2,ma,ma,62,Det,Det,C/V\,mon
414,62,3,matiere,matiere,62,N,N,C/V\.'C/V\.C/(e)\,matière
415,62,4,m',m',62,Prn,Prn$$,C/\,me
416,62,5,en,en,62,Prn,Prn$$,/V\,en
417,62,6,repaire,repaire,62,Vfin,Vfin,C/V\.'C/V\.C/(e)\,répairer
418,62,7,",",",",62,Pnc,Pnc,,","
419,63,1,Un,un,63,QIs,QIs,/V\,un
420,63,2,po,po,63,N,N,C/V\,peu
421,63,3,me,me,63,Prn,Prn$$,C/(e)\,me
422,63,4,doingniéz,doingniez,63,Vfin,Vfin,C/V\.'C/V\,donner
423,63,5,d',d',63,Pre,Pre,C/\,de
424,63,6,audiance,audiance,63,N,N,/V\.C/V\.'C/V\.C/(e)\,audience
425,63,7,.,.,63,Pnc,Pnc,,.
426,64,1,L',l',64,Det,Det,C/\,le
427,64,2,aventure,aventure,64,N,N,/V\.C/V\.'C/V\.C/(e)\,aventure
428,64,3,ci,ci,64,Adv,Adv,C/V\,ci
429,64,4,vous,vous,64,Prn,Prn$$,C/V\,vous
430,64,5,commance,commance,64,Vfin,Vfin,C/V\.'C/V\.C/(e)\,commencer
431,64,6,;,;,64,Pnc,Pnc,,;
432,65,1,Or,or,65,Adv,Adv,/V\,or
