lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
criut,v,n,n,,,C/V\
criz,v,n,n,,,C/V\
cro,v,n,n,,,C/V\
croc,v,n,n,,,C/V\
crochus,vv,n,n,,,C/V\.'C/V\
crocquepois,vsv,n,n,,,C/V\.C/e\.'C/V\
croi,v,n,n,,,C/V\
croie,vs,n,y,,,'C/V\./(e)\
croient,vs,n,n,,,'C/V\./e\
croies,vs,n,n,,,'C/V\./e\
croiés,vv,n,n,,,C/V\.'C/V\
croir,v,n,n,,,C/V\
croira,vv,n,n,,,C/V\.'C/V\
croiras,vv,n,n,,,C/V\.'C/V\
croire,vs,n,y,,,'C/V\.C/(e)\
crois,v,n,n,,,C/V\
croisa,vv,n,n,,,C/V\.'C/V\
croiscence,vvs,n,y,,,C/V\.'C/V\.C/(e)\
croiscent,vs,n,n,,,'C/V\.C/e\
croisee,vvs,n,y,,,C/V\.'C/V\./(e)\
croisel,vv,n,n,,,C/V\.'C/V\
croisié,vv,n,n,,,C/V\.'C/V\
croisiés,vv,n,n,,,C/V\.'C/V\
croisiét,vv,n,n,,,C/V\.'C/V\
croisiez,vv,n,n,,,C/V\.'C/V\
croissance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
croissant,vv,n,n,,,C/V\.'C/V\
croisse,vs,n,y,,,'C/V\.C/(e)\
croissent,vs,n,n,,,'C/V\.C/e\
croissez,vv,n,n,,,C/V\.'C/V\
croissoit,vv,n,n,,,C/V\.'C/V\
croist,v,n,n,,,C/V\
croistra,vv,n,n,,,C/V\.'C/V\
croistre,vs,n,y,,,'C/V\.C/(e)\
croit,v,n,n,,,C/V\
croitrai,vv,n,n,,,C/V\.'C/V\
croix,v,n,n,,,C/V\
croiz,v,n,n,,,C/V\
crole,vs,n,y,,,'C/V\.C/(e)\
croler,vv,n,n,,,C/V\.'C/V\
crollans,vv,n,n,,,C/V\.'C/V\
crollét,vv,n,n,,,C/V\.'C/V\
crone,vs,n,y,,,'C/V\.C/(e)\
cronicque,vvs,n,y,,,C/V\.'C/V\.C/(e)\
croppe,vs,n,y,,,'C/V\.C/(e)\
crostelete,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
croucefiz,vsv,n,n,,,C/V\.C/e\.'C/V\
crouiz,v,n,n,,,C/V\
croupir,vv,n,n,,,C/V\.'C/V\
croupis,vv,n,n,,,C/V\.'C/V\
crouser,vv,n,n,,,C/V\.'C/V\
crouste,vs,n,y,,,'C/V\.C/(e)\
croute,vs,n,y,,,'C/V\.C/(e)\
croy,v,n,n,,,C/V\
croyent,vs,n,n,,,'C/V\./e\
croyoit,vv,n,n,,,C/V\.'C/V\
croys,v,n,n,,,C/V\
croyt,v,n,n,,,C/V\
croz,v,n,n,,,C/V\
cru,v,n,n,,,C/V\
crualté,vvv,n,n,,,C/V\.C/V\.'C/V\
crualteit,vvv,n,n,,,C/V\.C/V\.'C/V\
cruauté,vvv,n,n,,,C/V\.C/V\.'C/V\
cruc,v,n,n,,,C/V\
crucefier,vsvv,n,n,,,C/V\.C/e\.C/V\.'C/V\
crucefiz,vsv,n,n,,,C/V\.C/e\.'C/V\
crucifige,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
crucifiier,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
cruel,vv,n,n,,,C/V\.'C/V\
cruelle,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cruelles,vvs,n,n,,,C/V\.'C/V\.C/e\
cruelment,vvv,n,n,,,C/V\.C/V\.'C/V\
cruels,vv,n,n,,,C/V\.'C/V\
cruelté,vvv,n,n,,,C/V\.C/V\.'C/V\
cruelx,vv,n,n,,,C/V\.'C/V\
crueulx,vv,n,n,,,C/V\.'C/V\
crueus,vv,n,n,,,C/V\.'C/V\
crueuse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
crueuses,vvs,n,n,,,C/V\.'C/V\.C/e\
crueux,vv,n,n,,,C/V\.'C/V\
cruex,vv,n,n,,,C/V\.'C/V\
crui,v,n,n,,,C/V\
cruise,vs,n,y,,,'C/V\.C/(e)\
cruist,v,n,n,,,C/V\
cruit,v,n,n,,,C/V\
cruiz,v,n,n,,,C/V\
crus,v,n,n,,,C/V\
crussirent,vvs,n,n,,,C/V\.'C/V\.C/e\
crut,v,n,n,,,C/V\
cruyt,v,n,n,,,C/V\
cruz,v,n,n,,,C/V\
cry,v,n,n,,,C/V\
crye,vs,n,y,,,'C/V\./(e)\
cryer,vv,n,n,,,C/V\.'C/V\
cu,v,n,n,,,C/V\
çu,v,n,n,,,C/V\
cuard,vv,n,n,,,C/V\.'C/V\
cuarde,vs,n,y,,,'C/V\.C/(e)\
cuardet,vs,n,y,,,'C/V\.C/(e)\
cuardise,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
cuarz,vv,n,n,,,C/V\.'C/V\
cubrid,vv,n,n,,,C/V\.'C/V\
cubrirent,vvs,n,n,,,C/V\.'C/V\.C/e\
cucha,vv,n,n,,,C/V\.'C/V\
cuchiez,vv,n,n,,,C/V\.'C/V\
cudet,vs,n,n,,,'C/V\.C/e\
cue,vs,n,y,,,'C/V\./(e)\
cueille,vs,n,y,,,'C/V\.C/(e)\
cueilli,vv,n,n,,,C/V\.'C/V\
cueilliee,vvs,n,y,,,C/V\.'C/V\./(e)\
cueillis,vv,n,n,,,C/V\.'C/V\
cueilliz,vv,n,n,,,C/V\.'C/V\
cuellie,vvs,n,y,,,C/V\.'C/V\./(e)\
cuens,v,n,n,,,C/V\
cuer,v,n,n,,,C/V\
cuers,v,n,n,,,C/V\
cuert,v,n,n,,,C/V\
cueur,v,n,n,,,C/V\
cueurs,v,n,n,,,C/V\
cueuvre,vs,n,y,,,'C/V\.C/(e)\
cuevre,vs,n,y,,,'C/V\.C/(e)\
cuevrekief,vsv,n,n,,,C/V\.C/e\.'C/V\
cuevrent,vs,n,n,,,'C/V\.C/e\
cui,v,n,n,,,C/V\
cuic,v,n,n,,,C/V\
cuictes,vs,n,n,,,'C/V\.C/e\
cuid,v,n,n,,,C/V\
cuida,vv,n,n,,,C/V\.'C/V\
cuidai,vv,n,n,,,C/V\.'C/V\
cuidant,vv,n,n,,,C/V\.'C/V\
cuidas,vv,n,n,,,C/V\.'C/V\
cuidasse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cuidast,vv,n,n,,,C/V\.'C/V\
cuiday,vv,n,n,,,C/V\.'C/V\
cuide,vs,n,y,,,'C/V\.C/(e)\
cuidé,vv,n,n,,,C/V\.'C/V\
cuideient,vvs,n,n,,,C/V\.'C/V\./e\
cuidence,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cuident,vs,n,n,,,'C/V\.C/e\
cuider,vv,n,n,,,C/V\.'C/V\
cuideras,vsv,n,n,,,C/V\.C/e\.'C/V\
cuiderent,vvs,n,n,,,C/V\.'C/V\.C/e\
cuiderons,vsv,n,n,,,C/V\.C/e\.'C/V\
cuides,vs,n,n,,,'C/V\.C/e\
cuidés,vv,n,n,,,C/V\.'C/V\
cuidez,vv,n,n,,,C/V\.'C/V\
cuidier,vv,n,n,,,C/V\.'C/V\
cuidierent,vvs,n,n,,,C/V\.'C/V\.C/e\
cuidiers,vv,n,n,,,C/V\.'C/V\
cuidiés,vv,n,n,,,C/V\.'C/V\
cuidoie,vvs,n,y,,,C/V\.'C/V\./(e)\
cuidoient,vvs,n,n,,,C/V\.'C/V\./e\
cuidoit,vv,n,n,,,C/V\.'C/V\
cuil,v,n,n,,,C/V\
cuilli,vv,n,n,,,C/V\.'C/V\
cuillit,vv,n,n,,,C/V\.'C/V\
cuing,v,n,n,,,C/V\
cuinte,vs,n,y,,,'C/V\.C/(e)\
cuique,vs,n,y,,,'C/V\.C/(e)\
cuir,v,n,n,,,C/V\
cuire,vs,n,y,,,'C/V\.C/(e)\
cuirie,vvs,n,y,,,C/V\.'C/V\./(e)\
cuirien,vv,n,n,*,,C/V\.'C/V\
cuiront,vv,n,n,,,C/V\.'C/V\
cuis,v,n,n,,,C/V\
cuisançon,vvv,n,n,,,C/V\.C/V\.'C/V\
cuisans,vv,n,n,,,C/V\.'C/V\
cuisant,vv,n,n,,,C/V\.'C/V\
cuisiez,vv,n,n,,,C/V\.'C/V\
cuisin,vv,n,n,,,C/V\.'C/V\
cuisoit,vv,n,n,,,C/V\.'C/V\
cuisse,vs,n,y,,,'C/V\.C/(e)\
cuisses,vs,n,n,,,'C/V\.C/e\
cuit,v,n,n,,,C/V\
cuita,vv,n,n,,,C/V\.'C/V\
cuite,vs,n,y,,,'C/V\.C/(e)\
cuitement,vsv,n,n,,,C/V\.C/e\.'C/V\
cuites,vs,n,n,,,'C/V\.C/e\
cuivert,vv,n,n,,,C/V\.'C/V\
cuivre,vs,n,y,,,'C/V\.C/(e)\
cul,v,n,n,,,C/V\
culche,vs,n,y,,,'C/V\.C/(e)\
culchir,vv,n,n,,,C/V\.'C/V\
culpes,vs,n,n,,,'C/V\.C/e\
cultel,vv,n,n,,,C/V\.'C/V\
cultivement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cultiveur,vvv,n,n,,,C/V\.C/V\.'C/V\
cultiveurs,vvv,n,n,,,C/V\.C/V\.'C/V\
cultres,vs,n,n,,,'C/V\.C/e\
cultures,vvs,n,n,,,C/V\.'C/V\.C/e\
culuree,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
culvert,vv,n,n,,,C/V\.'C/V\
culz,v,n,n,,,C/V\
cum,v,n,n,,,C/V\
cumand,vv,n,n,,,C/V\.'C/V\
cumandai,vvv,n,n,,,C/V\.C/V\.'C/V\
cumandat,vvv,n,n,,,C/V\.C/V\.'C/V\
cumandéd,vvv,n,n,,,C/V\.C/V\.'C/V\
cumandement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cumandet,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cumandét,vvv,n,n,,,C/V\.C/V\.'C/V\
cumandez,vvv,n,n,,,C/V\.C/V\.'C/V\
cumant,vv,n,n,,,C/V\.'C/V\
cumanz,vv,n,n,,,C/V\.'C/V\
cumbatanz,vvv,n,n,,,C/V\.C/V\.'C/V\
cumbatre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cumben,vv,n,n,,,C/V\.'C/V\
cume,vs,n,y,,,'C/V\.C/(e)\
cumencat,vvv,n,n,,,C/V\.C/V\.'C/V\
cumençat,vvv,n,n,,,C/V\.C/V\.'C/V\
cumencement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cumencer,vvv,n,n,,,C/V\.C/V\.'C/V\
cumencerai,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cumencet,vvs,n,n,,,C/V\.'C/V\.C/e\
cumeniier,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
cument,vv,n,n,,,C/V\.'C/V\
cumfermé,vvv,n,n,,,C/V\.C/V\.'C/V\
cumgiét,vv,n,n,,,C/V\.'C/V\
cummandé,vvv,n,n,,,C/V\.C/V\.'C/V\
cummant,vv,n,n,,,C/V\.'C/V\
cumme,vs,n,y,,,'C/V\.C/(e)\
cummence,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cummunement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cumpaign,vv,n,n,,,C/V\.'C/V\
cumpaigne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cumpaignie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
cumpaignun,vvv,n,n,,,C/V\.C/V\.'C/V\
cumpaignuns,vvv,n,n,,,C/V\.C/V\.'C/V\
cumpaines,vvs,n,n,,,C/V\.'C/V\.C/e\
cumpainies,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
cumpainnes,vvs,n,n,,,C/V\.'C/V\.C/e\
cumpainon,vvv,n,n,,,C/V\.C/V\.'C/V\
cumpainun,vvv,n,n,,,C/V\.C/V\.'C/V\
cumpainz,vv,n,n,,,C/V\.'C/V\
cumpanie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
cumpaniun,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
cumparee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
cumperez,vsv,n,n,,,C/V\.C/e\.'C/V\
cumune,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cumunement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cumungement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cunceut,vv,n,n,,,C/V\.'C/V\
cunchia,vvv,n,n,,,C/V\.C/V\.'C/V\
cundoist,vv,n,n,,,C/V\.'C/V\
cunduiez,vvv,n,n,,,C/V\.C/V\.'C/V\
cunduist,vv,n,n,,,C/V\.'C/V\
cundurums,vvv,n,n,,,C/V\.C/V\.'C/V\
cundut,vv,n,n,,,C/V\.'C/V\
cunduz,vv,n,n,,,C/V\.'C/V\
cunfés,vv,n,n,,,C/V\.'C/V\
cunfessiun,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
cunfortout,vvv,n,n,,,C/V\.C/V\.'C/V\
cunfunde,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cunfundut,vvv,n,n,,,C/V\.C/V\.'C/V\
cunfusiun,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
cungé,vv,n,n,,,C/V\.'C/V\
cungeer,vvv,n,n,,,C/V\.C/V\.'C/V\
cungét,vv,n,n,,,C/V\.'C/V\
cuningles,vvs,n,n,,,C/V\.'C/V\.C/e\
cunjugles,vvs,n,n,,,C/V\.'C/V\.C/e\
cunkié,vv,n,n,,,C/V\.'C/V\
cunkiét,vvv,n,n,,,C/V\.C/V\.'C/V\
cunquerrei,vsv,n,n,,,C/V\.C/e\.'C/V\
cunquestee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
cunquis,vv,n,n,,,C/V\.'C/V\
cunreat,vhv,n,n,,,C/V\.C/(V)\.'/V\
cunreer,vhv,n,n,,,C/V\.C/(V)\.'/V\
cunreerent,vhvs,n,n,,,C/V\.C/(V)\.'/V\.C/e\
cunreez,vhv,n,n,,,C/V\.C/(V)\.'/V\
cunrei,vv,n,n,,,C/V\.'C/V\
cunseil,vv,n,n,,,C/V\.'C/V\
cunseiléd,vvv,n,n,,,C/V\.C/V\.'C/V\
cunseillier,vvv,n,n,,,C/V\.C/V\.'C/V\
cunseils,vv,n,n,,,C/V\.'C/V\
cunseilt,vv,n,n,,,C/V\.'C/V\
cunseilz,vv,n,n,,,C/V\.'C/V\
cunsent,vv,n,n,,,C/V\.'C/V\
cunsentent,vvs,n,n,,,C/V\.'C/V\.C/e\
cunsentist,vvv,n,n,,,C/V\.C/V\.'C/V\
cunsilers,vvv,n,n,,,C/V\.C/V\.'C/V\
cunsuit,vv,n,n,,,C/V\.'C/V\
cunta,vv,n,n,,,C/V\.'C/V\
cunte,vs,n,y,,,'C/V\.C/(e)\
cunté,vv,n,n,,,C/V\.'C/V\
cunteit,vv,n,n,,,C/V\.'C/V\
cuntemple,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cuntenant,vsv,n,n,,,C/V\.C/e\.'C/V\
cuntendra,vvv,n,n,,,C/V\.C/V\.'C/V\
cunteneient,vsvs,n,n,,,C/V\.C/e\.'C/V\./e\
cuntent,vs,n,n,,,'C/V\.C/e\
cunter,vv,n,n,,,C/V\.'C/V\
cunterai,vsv,n,n,,,C/V\.C/e\.'C/V\
cuntes,vs,n,n,,,'C/V\.C/e\
cuntét,vv,n,n,,,C/V\.'C/V\
cuntindrent,vvs,n,n,,,C/V\.'C/V\.C/e\
cuntraire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cuntrarius,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
cuntre,vs,n,y,,,'C/V\.C/(e)\
cuntredit,vsv,n,n,,,C/V\.C/e\.'C/V\
cuntree,vvs,n,y,,,C/V\.'C/V\./(e)\
cuntrees,vvs,n,n,,,C/V\.'C/V\./e\
cuntretha,vvs,n,n,,,C/V\.'C/V\.C/e\
cuntrethä,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cuntreual,vsv,n,n,,,C/V\.C/e\.'C/V\
cuntreval,vsv,n,n,,,C/V\.C/e\.'C/V\
cuntrez,vv,n,n,,,C/V\.'C/V\
cunuit,vv,n,n,,,C/V\.'C/V\
cunut,vv,n,n,,,C/V\.'C/V\
cunvent,vv,n,n,,,C/V\.'C/V\
cunverséd,vvv,n,n,,,C/V\.C/V\.'C/V\
cunversement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cunverser,vvv,n,n,,,C/V\.C/V\.'C/V\
cunversera,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
cupido,vvv,n,n,,,C/V\.C/V\.'C/V\
cuple,vs,n,y,,,'C/V\.C/(e)\
curage,vvs,n,y,,,C/V\.'C/V\.C/(e)\
curages,vvs,n,n,,,C/V\.'C/V\.C/e\
curaille,vvs,n,y,,,C/V\.'C/V\.C/(e)\
curant,vv,n,n,,,C/V\.'C/V\
curante,vvs,n,y,,,C/V\.'C/V\.C/(e)\
curanz,vv,n,n,,,C/V\.'C/V\
curaunt,vv,n,n,,,C/V\.'C/V\
curcerai,vsv,n,n,,,C/V\.C/e\.'C/V\
cure,vs,n,y,,,'C/V\.C/(e)\
curé,vv,n,n,,,C/V\.'C/V\
curecez,vsv,n,n,,,C/V\.C/e\.'C/V\
curent,vs,n,n,,,'C/V\.C/e\
curer,vv,n,n,,,C/V\.'C/V\
cures,vs,n,n,,,'C/V\.C/e\
curiaulx,vvv,n,n,,,C/V\.C/V\.'C/V\
curieus,vvv,n,n,,,C/V\.C/V\.'C/V\
curieux,vvv,n,n,,,C/V\.C/V\.'C/V\
curioux,vvv,n,n,,,C/V\.C/V\.'C/V\
curleus,vv,n,n,,,C/V\.'C/V\
curre,vs,n,y,,,'C/V\.C/(e)\
current,vs,n,n,,,'C/V\.C/e\
curres,vs,n,n,,,'C/V\.C/e\
curs,v,n,n,,,C/V\
curt,v,n,n,,,C/V\
curtaisie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
curte,vs,n,y,,,'C/V\.C/(e)\
curteis,vv,n,n,,,C/V\.'C/V\
curteise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
curteisement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
curteisie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
curtines,vvs,n,n,,,C/V\.'C/V\.C/e\
curuca,vvv,n,n,,,C/V\.C/V\.'C/V\
curucat,vvv,n,n,,,C/V\.C/V\.'C/V\
curucez,vvv,n,n,,,C/V\.C/V\.'C/V\
curuciee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
curud,vv,n,n,,,C/V\.'C/V\
curunez,vvv,n,n,,,C/V\.C/V\.'C/V\
cururent,vvs,n,n,,,C/V\.'C/V\.C/e\
curut,vv,n,n,,,C/V\.'C/V\
cus,v,n,n,,,C/V\
cuschement,vsv,n,n,,,C/V\.C/e\.'C/V\
cusé,vv,n,n,,,C/V\.'C/V\
cusin,vv,n,n,,,C/V\.'C/V\
cusins,vv,n,n,,,C/V\.'C/V\
custod,vv,n,n,,,C/V\.'C/V\
custodiant,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
custome,vvs,n,y,,,C/V\.'C/V\.C/(e)\
custume,vvs,n,y,,,C/V\.'C/V\.C/(e)\
custurae,vvs,n,y,,,C/V\.'C/V\./(e)\
cutivee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
cuveint,vv,n,n,,,C/V\.'C/V\
cuvent,vv,n,n,#NAME?,,C/V\.'C/V\
cuvers,vv,n,n,,,C/V\.'C/V\
cuvert,vv,n,n,,,C/V\.'C/V\
cuverz,vv,n,n,,,C/V\.'C/V\
cuvier,vv,n,n,,,C/V\.'C/V\
cuyda,vv,n,n,,,C/V\.'C/V\
cuydant,vv,n,n,,,C/V\.'C/V\
cuydé,vv,n,n,,,C/V\.'C/V\
cuyder,vv,n,n,,,C/V\.'C/V\
cuydés,vv,n,n,,,C/V\.'C/V\
cuydier,vv,n,n,,,C/V\.'C/V\
cuydoie,vvs,n,y,,,C/V\.'C/V\./(e)\
cuydoient,vvs,n,n,,,C/V\.'C/V\./e\
cuyr,v,n,n,,,C/V\
cuyrasses,vvs,n,n,,,C/V\.'C/V\.C/e\
cuys,v,n,n,,,C/V\
cuz,v,n,n,,,C/V\
cy,v,n,n,,,C/V\
cycestre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
cymetieres,vsvs,n,n,,,C/V\.C/e\.'C/V\.C/e\
cypre,vs,n,y,,,'C/V\.C/(e)\
cyre,vs,n,y,,,'C/V\.C/(e)\
cyrurgien,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
cyrurgienne,vvvvs,n,y,,,C/V\.C/V\.C/V\.'C/V\.C/(e)\
cyrurgiens,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
cystials,vv,n,n,,,C/V\.'C/V\
cyté,vv,n,n,,,C/V\.'C/V\
cytez,vv,n,n,,,C/V\.'C/V\
cytoyens,vvv,n,n,,,C/V\.C/V\.'C/V\
czo,v,n,n,,,C/V\
d,,n,n,,,C/\
d',,n,n,,,C/\
d’,,n,n,with u2019,,C/\
da,v,n,n,,,C/V\
daarain,avv,n,n,,,C/(V)\./V\.'C/V\
daarrain,avv,n,n,,,C/(V)\./V\.'C/V\
dabilant,vvv,n,n,,,C/V\.C/V\.'C/V\
dacer,vv,n,n,,,C/V\.'C/V\
dada,vv,n,n,,,C/V\.'C/V\
dagnierent,vvs,n,n,,,C/V\.'C/V\.C/e\
dagniés,vv,n,n,,,C/V\.'C/V\
dagobert,vvv,n,n,,,C/V\.C/V\.'C/V\
dahaz,vv,n,n,,,C/V\.'C/V\
dahé,vv,n,n,,,C/V\.'C/V\
dahez,vv,n,n,,,C/V\.'C/V\
daigna,vv,n,n,,,C/V\.'C/V\
daignai,vv,n,n,,,C/V\.'C/V\
daignas,vv,n,n,,,C/V\.'C/V\
daignast,vv,n,n,,,C/V\.'C/V\
daigne,vs,n,y,,,'C/V\.C/(e)\
daignent,vs,n,n,,,'C/V\.C/e\
daigneroit,vsv,n,n,,,C/V\.C/e\.'C/V\
daigneron,vsv,n,n,,,C/V\.C/e\.'C/V\
daignes,vs,n,n,,,'C/V\.C/e\
daignez,vv,n,n,,,C/V\.'C/V\
daigniez,vv,n,n,,,C/V\.'C/V\
daignoit,vv,n,n,,,C/V\.'C/V\
daingneirent,vvs,n,n,,,C/V\.'C/V\.C/e\
daingnié,vv,n,n,,,C/V\.'C/V\
daingniés,vv,n,n,,,C/V\.'C/V\
daingnoit,vv,n,n,,,C/V\.'C/V\
daint,v,n,n,,,C/V\
daintiez,vv,n,n,,,C/V\.'C/V\
dairains,vv,n,n,,,C/V\.'C/V\
daire,vs,n,y,,,'C/V\.C/(e)\
daires,vs,n,n,,,'C/V\.C/e\
dait,v,n,n,,,C/V\
dalés,vv,n,n,,,C/V\.'C/V\
dallés,vv,n,n,,,C/V\.'C/V\
dalopathos,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
dam,v,n,n,,,C/V\
dama,vs,n,n,,,'C/V\.C/e\
damä,vs,n,y,,,'C/V\.C/(e)\
damage,vvs,n,y,,,C/V\.'C/V\.C/(e)\
damager,vvv,n,n,,,C/V\.C/V\.'C/V\
damagerent,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damages,vvs,n,n,,,C/V\.'C/V\.C/e\
damagié,vvv,n,n,,,C/V\.C/V\.'C/V\
damagier,vvv,n,n,,,C/V\.C/V\.'C/V\
damagierent,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damagiez,vvv,n,n,,,C/V\.C/V\.'C/V\
damagoent,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
damagrin,vvv,n,n,,,C/V\.C/V\.'C/V\
damaige,vvs,n,y,,,C/V\.'C/V\.C/(e)\
damaisel,vvv,n,n,,,C/V\.C/V\.'C/V\
damaisele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
damaiseles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damajable,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
damascz,vv,n,n,,,C/V\.'C/V\
damatge,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dame,vs,n,y,,,'C/V\.C/(e)\
damedeu,vsv,n,n,,,C/V\.C/e\.'C/V\
damedeus,vsv,n,n,,,C/V\.C/e\.'C/V\
damedex,vsv,n,n,,,C/V\.C/e\.'C/V\
damedieu,vsv,n,n,,,C/V\.C/e\.'C/V\
damedieus,vsv,n,n,,,C/V\.C/e\.'C/V\
damediu,vsv,n,n,,,C/V\.C/e\.'C/V\
damedius,vsv,n,n,,,C/V\.C/e\.'C/V\
damedix,vsv,n,n,,,C/V\.C/e\.'C/V\
dameisele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
dameiseles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
dames,vs,n,n,,,'C/V\.C/e\
damesdieus,vsv,n,n,,,C/V\.C/e\.'C/V\
dameudeu,vvv,n,n,,,C/V\.C/V\.'C/V\
damëz,vs,n,n,,,'C/V\.C/e\
damians,vdd,n,n,,,C/V\.C/{V}\.'/V\
dammaiges,vvs,n,n,,,C/V\.'C/V\.C/e\
damme,vs,n,y,,,'C/V\.C/(e)\
dammez,vv,n,n,,,C/V\.'C/V\
dammëz,vs,n,n,,,'C/V\.C/e\
dammoisele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
dammoiselles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damnat,vv,n,n,,,C/V\.'C/V\
damnation,vvdd,v,v,,,C/V\.C/V\.C/{V}\.'/V\
damne,vs,n,y,,,'C/V\.C/(e)\
damné,vv,n,n,,,C/V\.'C/V\
damnedeu,vsv,n,n,,,C/V\.C/e\.'C/V\
damnement,vsv,n,n,,,C/V\.C/e\.'C/V\
damnét,vv,n,n,,,C/V\.'C/V\
damnez,vv,n,n,,,C/V\.'C/V\
damoiseaus,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
damoiseles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damoiselle,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
damoiselles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damoisellëz,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damoisels,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisiaulz,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisiaus,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisiaux,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisiax,vvv,n,n,,,C/V\.C/V\.'C/V\
damoisiele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
damoisieles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damoixelles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damoxelles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
damp,v,n,n,,,C/V\
dampierre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dampmartin,vvv,n,n,,,C/V\.C/V\.'C/V\
dampnable,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dampnaciun,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
dampnation,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
dampné,vv,n,n,,,C/V\.'C/V\
